MaNV,NgayThang,PhongBan,ChucDanh,Cluster,TargetNghiViec
3556,2025-01-01,Human Resources,C&B Specialist,1,0
3557,2025-01-01,Marketing,Digital Marketing Specialist,1,0
3559,2025-01-01,Operations,Operations Manager,1,1
3561,2025-01-01,Information Technology,IT Support,0,0
3563,2025-01-01,Information Technology,Data Analyst,1,0
3564,2025-01-01,Sales,Sales Executive,1,0
3566,2025-01-01,Marketing,Content Specialist,1,1
3568,2025-01-01,Marketing,Marketing Manager,1,1
3574,2025-01-01,Operations,Warehouse Supervisor,1,0
3576,2025-01-01,Information Technology,IT Support,1,0
3579,2025-01-01,Marketing,Marketing Manager,1,0
3580,2025-01-01,Operations,Warehouse Supervisor,1,1
3588,2025-01-01,Sales,Sales Executive,0,0
3593,2025-01-01,Operations,Operations Executive,1,0
3598,2025-01-01,Marketing,Marketing Executive,2,0
3600,2025-01-01,Finance,Financial Analyst,0,0
3601,2025-01-01,Finance,Financial Analyst,1,0
3602,2025-01-01,Finance,Finance Manager,1,0
3603,2025-01-01,Information Technology,System Administrator,1,1
3604,2025-01-01,Information Technology,QA Engineer,2,0
3608,2025-01-01,Human Resources,C&B Specialist,0,0
3609,2025-01-01,Marketing,Marketing Manager,0,1
3610,2025-01-01,Sales,Sales Executive,0,0
3611,2025-01-01,Sales,Account Manager,2,0
3612,2025-01-01,Operations,Warehouse Supervisor,2,0
3613,2025-01-01,Marketing,Marketing Manager,1,0
3617,2025-01-01,Finance,Financial Analyst,1,0
3618,2025-01-01,Information Technology,System Administrator,1,0
3619,2025-01-01,Operations,Operations Executive,3,0
3622,2025-01-01,Marketing,Content Specialist,0,0
3623,2025-01-01,Finance,Accountant,2,0
3629,2025-01-01,Marketing,Marketing Executive,1,0
3636,2025-01-01,Marketing,Digital Marketing Specialist,1,0
3638,2025-01-01,Finance,Internal Auditor,1,0
3641,2025-01-01,Finance,Internal Auditor,1,0
3643,2025-01-01,Information Technology,Data Analyst,2,0
3645,2025-01-01,Finance,Internal Auditor,1,0
3647,2025-01-01,Sales,Sales Executive,1,0
3650,2025-01-01,Finance,Finance Manager,1,0
3655,2025-01-01,Information Technology,System Administrator,0,0
3656,2025-01-01,Finance,Finance Manager,2,0
3660,2025-01-01,Sales,Sales Supervisor,1,0
3662,2025-01-01,Human Resources,HR Executive,1,1
3664,2025-01-01,Operations,Operations Executive,1,0
3666,2025-01-01,Information Technology,IT Support,0,0
3667,2025-01-01,Finance,Internal Auditor,2,0
3668,2025-01-01,Finance,Financial Analyst,3,1
3672,2025-01-01,Information Technology,QA Engineer,1,0
3675,2025-01-01,Human Resources,C&B Specialist,0,0
3676,2025-01-01,Information Technology,System Administrator,0,0
3678,2025-01-01,Sales,Account Manager,0,0
3679,2025-01-01,Information Technology,System Administrator,3,0
3682,2025-01-01,Operations,Warehouse Supervisor,0,0
3685,2025-01-01,Sales,Sales Representative,2,0
3686,2025-01-01,Human Resources,C&B Specialist,1,0
3688,2025-01-01,Operations,Operations Executive,1,0
3691,2025-01-01,Finance,Finance Manager,2,0
3695,2025-01-01,Human Resources,C&B Specialist,1,0
3698,2025-01-01,Information Technology,Data Analyst,0,0
3699,2025-01-01,Information Technology,IT Support,2,0
3701,2025-01-01,Operations,Warehouse Supervisor,0,0
3702,2025-01-01,Sales,Sales Executive,3,0
3705,2025-01-01,Human Resources,HR Manager,1,1
3706,2025-01-01,Information Technology,QA Engineer,2,1
3707,2025-01-01,Sales,Sales Supervisor,1,0
3708,2025-01-01,Information Technology,System Administrator,0,0
3709,2025-01-01,Operations,Warehouse Supervisor,1,0
3711,2025-01-01,Information Technology,System Administrator,0,0
3712,2025-01-01,Marketing,Marketing Manager,1,0
3714,2025-01-01,Marketing,Content Specialist,0,0
3721,2025-01-01,Finance,Financial Analyst,1,0
3724,2025-01-01,Information Technology,Data Analyst,2,0
3725,2025-01-01,Finance,Financial Analyst,3,0
3726,2025-01-01,Finance,Internal Auditor,3,0
3727,2025-01-01,Marketing,Marketing Executive,0,0
3728,2025-01-01,Human Resources,HR Executive,0,0
3732,2025-01-01,Operations,Operations Manager,2,1
3737,2025-01-01,Marketing,Marketing Executive,1,0
3740,2025-01-01,Human Resources,HR Manager,2,0
3741,2025-01-01,Sales,Sales Executive,3,0
3742,2025-01-01,Operations,Operations Executive,2,0
3746,2025-01-01,Human Resources,C&B Specialist,1,0
3749,2025-01-01,Finance,Accountant,2,0
3753,2025-01-01,Operations,Warehouse Supervisor,2,0
3754,2025-01-01,Finance,Accountant,0,0
3755,2025-01-01,Operations,Operations Executive,0,0
3758,2025-01-01,Human Resources,C&B Specialist,1,0
3760,2025-01-01,Operations,Operations Manager,0,0
3761,2025-01-01,Human Resources,HR Executive,1,1
3762,2025-01-01,Finance,Internal Auditor,0,0
3763,2025-01-01,Marketing,Marketing Executive,1,0
3765,2025-01-01,Sales,Sales Executive,3,0
3769,2025-01-01,Sales,Sales Executive,2,1
3770,2025-01-01,Sales,Sales Representative,1,0
3771,2025-01-01,Sales,Sales Supervisor,2,0
3774,2025-01-01,Human Resources,C&B Specialist,3,1
3775,2025-01-01,Marketing,Marketing Manager,1,0
3777,2025-01-01,Finance,Accountant,1,0
3781,2025-01-01,Finance,Finance Manager,1,0
3784,2025-01-01,Human Resources,Recruiter,0,0
3786,2025-01-01,Marketing,Digital Marketing Specialist,1,0
3788,2025-01-01,Human Resources,C&B Specialist,0,1
3790,2025-01-01,Finance,Accountant,1,1
3794,2025-01-01,Information Technology,QA Engineer,1,0
3798,2025-01-01,Operations,Procurement Specialist,0,0
3799,2025-01-01,Human Resources,C&B Specialist,0,0
3800,2025-01-01,Marketing,Content Specialist,3,0
3801,2025-01-01,Finance,Financial Analyst,1,0
3802,2025-01-01,Finance,Accountant,1,0
3805,2025-01-01,Operations,Procurement Specialist,0,0
3806,2025-01-01,Operations,Operations Executive,0,0
3808,2025-01-01,Marketing,Content Specialist,1,0
3810,2025-01-01,Information Technology,Data Analyst,1,0
3811,2025-01-01,Finance,Internal Auditor,0,1
3813,2025-01-01,Marketing,Digital Marketing Specialist,0,0
3815,2025-01-01,Marketing,Content Specialist,0,0
3816,2025-01-01,Sales,Sales Executive,0,0
3818,2025-01-01,Sales,Sales Representative,3,0
3820,2025-01-01,Human Resources,HR Manager,1,0
3822,2025-01-01,Marketing,Digital Marketing Specialist,0,0
3826,2025-01-01,Sales,Sales Supervisor,1,0
3827,2025-01-01,Information Technology,QA Engineer,1,0
3828,2025-01-01,Information Technology,Data Analyst,0,0
3835,2025-01-01,Human Resources,Recruiter,1,1
3838,2025-01-01,Marketing,Marketing Manager,0,0
3840,2025-01-01,Marketing,Marketing Executive,0,0
3843,2025-01-01,Marketing,Marketing Manager,2,1
3845,2025-01-01,Marketing,Content Specialist,1,0
3846,2025-01-01,Operations,Warehouse Supervisor,1,0
3851,2025-01-01,Finance,Internal Auditor,1,0
3854,2025-01-01,Sales,Sales Executive,1,0
3858,2025-01-01,Information Technology,IT Support,1,0
3862,2025-01-01,Finance,Financial Analyst,3,1
3867,2025-01-01,Human Resources,HR Manager,1,0
3868,2025-01-01,Sales,Sales Representative,1,0
3869,2025-01-01,Operations,Procurement Specialist,1,0
3871,2025-01-01,Information Technology,QA Engineer,1,0
3884,2025-01-01,Finance,Financial Analyst,1,0
3887,2025-01-01,Finance,Internal Auditor,1,0
3890,2025-01-01,Marketing,Content Specialist,3,1
3891,2025-01-01,Sales,Sales Representative,2,1
3893,2025-01-01,Operations,Operations Executive,2,0
3895,2025-01-01,Operations,Operations Manager,2,0
3897,2025-01-01,Operations,Procurement Specialist,1,1
3901,2025-01-01,Finance,Financial Analyst,2,0
3902,2025-01-01,Finance,Financial Analyst,1,0
3904,2025-01-01,Finance,Finance Manager,2,1
3905,2025-01-01,Information Technology,QA Engineer,2,0
3910,2025-01-01,Information Technology,QA Engineer,3,0
3911,2025-01-01,Information Technology,QA Engineer,1,0
3912,2025-01-01,Sales,Sales Supervisor,1,0
3915,2025-01-01,Finance,Internal Auditor,0,0
3916,2025-01-01,Marketing,Marketing Executive,1,0
3919,2025-01-01,Marketing,Marketing Manager,2,0
3921,2025-01-01,Human Resources,HR Executive,0,0
3922,2025-01-01,Marketing,Content Specialist,2,0
3929,2025-01-01,Operations,Warehouse Supervisor,1,1
3930,2025-01-01,Operations,Warehouse Supervisor,2,1
3932,2025-01-01,Sales,Sales Representative,1,0
3933,2025-01-01,Operations,Procurement Specialist,0,0
3937,2025-01-01,Marketing,Marketing Manager,0,0
3939,2025-01-01,Finance,Finance Manager,1,0
3940,2025-01-01,Sales,Sales Supervisor,1,0
3941,2025-01-01,Operations,Operations Manager,1,1
3943,2025-01-01,Human Resources,Recruiter,1,1
3950,2025-01-01,Information Technology,QA Engineer,1,0
3952,2025-01-01,Operations,Warehouse Supervisor,1,0
3954,2025-01-01,Human Resources,HR Manager,2,0
3955,2025-01-01,Finance,Financial Analyst,3,0
3956,2025-01-01,Operations,Warehouse Supervisor,0,1
3962,2025-01-01,Operations,Operations Manager,0,0
3963,2025-01-01,Sales,Sales Supervisor,0,0
3964,2025-01-01,Human Resources,Recruiter,1,0
3965,2025-01-01,Marketing,Marketing Manager,1,0
3966,2025-01-01,Operations,Operations Manager,0,0
3967,2025-01-01,Operations,Operations Executive,1,0
3968,2025-01-01,Information Technology,IT Support,2,0
3971,2025-01-01,Operations,Operations Executive,3,0
3979,2025-01-01,Operations,Operations Executive,1,1
3984,2025-01-01,Information Technology,Software Engineer,1,0
3985,2025-01-01,Sales,Account Manager,1,0
3986,2025-01-01,Marketing,Marketing Executive,3,0
3990,2025-01-01,Finance,Finance Manager,1,1
3995,2025-01-01,Sales,Sales Representative,1,0
3997,2025-01-01,Human Resources,C&B Specialist,2,0
3998,2025-01-01,Marketing,Content Specialist,1,0
3999,2025-01-01,Operations,Procurement Specialist,1,0
4000,2025-01-01,Information Technology,System Administrator,0,0
4009,2025-01-01,Sales,Account Manager,1,0
4011,2025-01-01,Operations,Operations Executive,2,0
4013,2025-01-01,Information Technology,System Administrator,3,0
4016,2025-01-01,Information Technology,Data Analyst,1,0
4019,2025-01-01,Operations,Warehouse Supervisor,0,0
4022,2025-01-01,Marketing,Marketing Executive,1,1
4024,2025-01-01,Marketing,Marketing Manager,1,0
4026,2025-01-01,Human Resources,C&B Specialist,1,0
4030,2025-01-01,Marketing,Digital Marketing Specialist,0,0
4037,2025-01-01,Sales,Sales Supervisor,0,0
4042,2025-01-01,Operations,Warehouse Supervisor,1,0
4045,2025-01-01,Human Resources,C&B Specialist,2,0
4046,2025-01-01,Sales,Sales Representative,2,0
4048,2025-01-01,Finance,Accountant,1,0
4054,2025-01-01,Information Technology,Software Engineer,1,1
4058,2025-01-01,Finance,Financial Analyst,2,0
4061,2025-01-01,Finance,Internal Auditor,0,0
4062,2025-01-01,Marketing,Marketing Executive,1,0
4063,2025-01-01,Information Technology,Data Analyst,1,0
4065,2025-01-01,Human Resources,C&B Specialist,1,0
4067,2025-01-01,Human Resources,Recruiter,0,0
4068,2025-01-01,Human Resources,C&B Specialist,2,0
4070,2025-01-01,Human Resources,HR Executive,1,1
4071,2025-01-01,Finance,Financial Analyst,1,0
4072,2025-01-01,Information Technology,Data Analyst,3,0
4074,2025-01-01,Operations,Operations Manager,1,0
4075,2025-01-01,Marketing,Content Specialist,1,0
4077,2025-01-01,Marketing,Marketing Manager,1,0
4078,2025-01-01,Human Resources,HR Manager,1,0
4079,2025-01-01,Information Technology,IT Support,1,0
4080,2025-01-01,Operations,Procurement Specialist,1,0
4081,2025-01-01,Sales,Sales Representative,1,1
4082,2025-01-01,Human Resources,Recruiter,2,0
4083,2025-01-01,Sales,Sales Supervisor,1,0
4084,2025-01-01,Marketing,Content Specialist,2,0
4086,2025-01-01,Finance,Finance Manager,2,0
4088,2025-01-01,Human Resources,Recruiter,1,1
4090,2025-01-01,Human Resources,C&B Specialist,2,0
4094,2025-01-01,Marketing,Marketing Manager,1,0
4095,2025-01-01,Sales,Account Manager,0,0
4097,2025-01-01,Information Technology,Data Analyst,0,0
4098,2025-01-01,Sales,Sales Representative,0,0
4099,2025-01-01,Sales,Sales Supervisor,3,0
4101,2025-01-01,Sales,Sales Representative,1,0
4102,2025-01-01,Finance,Accountant,2,0
4103,2025-01-01,Marketing,Digital Marketing Specialist,1,0
4104,2025-01-01,Marketing,Marketing Executive,1,0
4106,2025-01-01,Information Technology,QA Engineer,3,0
4107,2025-01-01,Sales,Sales Supervisor,0,0
4108,2025-01-01,Information Technology,Software Engineer,1,0
4113,2025-01-01,Human Resources,HR Executive,1,0
4120,2025-01-01,Operations,Procurement Specialist,1,1
4121,2025-01-01,Marketing,Marketing Executive,1,1
4126,2025-01-01,Human Resources,C&B Specialist,1,0
4128,2025-01-01,Marketing,Content Specialist,1,0
4130,2025-01-01,Operations,Procurement Specialist,0,1
4131,2025-01-01,Human Resources,HR Manager,1,0
4132,2025-01-01,Human Resources,HR Executive,3,0
4134,2025-01-01,Finance,Financial Analyst,2,0
4138,2025-01-01,Finance,Accountant,0,0
4142,2025-01-01,Operations,Operations Manager,2,1
4147,2025-01-01,Marketing,Digital Marketing Specialist,0,0
4153,2025-01-01,Human Resources,HR Executive,1,0
4154,2025-01-01,Marketing,Marketing Executive,1,0
4156,2025-01-01,Marketing,Marketing Manager,1,0
4157,2025-01-01,Information Technology,IT Support,2,1
4158,2025-01-01,Finance,Accountant,1,0
4163,2025-01-01,Information Technology,System Administrator,0,1
4165,2025-01-01,Marketing,Digital Marketing Specialist,1,0
4166,2025-01-01,Finance,Internal Auditor,1,0
4167,2025-01-01,Operations,Warehouse Supervisor,1,0
4170,2025-01-01,Information Technology,Data Analyst,1,0
4171,2025-01-01,Operations,Procurement Specialist,2,1
4176,2025-01-01,Sales,Sales Representative,1,0
4177,2025-01-01,Operations,Operations Executive,1,0
4180,2025-01-01,Sales,Sales Executive,0,0
4181,2025-01-01,Sales,Account Manager,2,0
4183,2025-01-01,Information Technology,IT Support,0,0
4185,2025-01-01,Operations,Operations Manager,0,0
4186,2025-01-01,Human Resources,HR Manager,1,0
4189,2025-01-01,Marketing,Marketing Manager,1,1
4191,2025-01-01,Marketing,Marketing Manager,1,1
4192,2025-01-01,Marketing,Content Specialist,2,0
4194,2025-01-01,Marketing,Marketing Executive,2,1
4197,2025-01-01,Human Resources,Recruiter,0,0
4198,2025-01-01,Operations,Procurement Specialist,0,1
4199,2025-01-01,Marketing,Marketing Manager,1,0
4200,2025-01-01,Finance,Financial Analyst,1,0
4201,2025-01-01,Operations,Operations Manager,1,0
4207,2025-01-01,Information Technology,Software Engineer,1,0
4208,2025-01-01,Human Resources,C&B Specialist,3,0
4209,2025-01-01,Sales,Sales Representative,1,0
4211,2025-01-01,Human Resources,Recruiter,3,0
4215,2025-01-01,Information Technology,System Administrator,1,0
4219,2025-01-01,Human Resources,HR Manager,3,1
4220,2025-01-01,Information Technology,Software Engineer,1,0
4223,2025-01-01,Sales,Sales Executive,0,1
4225,2025-01-01,Information Technology,Data Analyst,1,0
4226,2025-01-01,Marketing,Digital Marketing Specialist,2,0
4227,2025-01-01,Human Resources,Recruiter,2,0
4230,2025-01-01,Finance,Financial Analyst,2,0
4231,2025-01-01,Operations,Procurement Specialist,0,0
4234,2025-01-01,Information Technology,Data Analyst,1,0
4235,2025-01-01,Sales,Sales Representative,1,0
4236,2025-01-01,Marketing,Content Specialist,0,0
4239,2025-01-01,Operations,Warehouse Supervisor,0,0
4240,2025-01-01,Operations,Operations Manager,2,0
4243,2025-01-01,Sales,Sales Representative,0,0
4245,2025-01-01,Information Technology,System Administrator,1,0
4247,2025-01-01,Human Resources,HR Executive,2,0
4249,2025-01-01,Human Resources,Recruiter,2,0
4250,2025-01-01,Human Resources,Recruiter,1,0
4252,2025-01-01,Marketing,Marketing Executive,0,0
4253,2025-01-01,Human Resources,Recruiter,3,0
4256,2025-01-01,Marketing,Digital Marketing Specialist,1,1
4257,2025-01-01,Marketing,Digital Marketing Specialist,1,0
4258,2025-01-01,Finance,Finance Manager,2,0
4265,2025-01-01,Sales,Sales Supervisor,1,0
4268,2025-01-01,Information Technology,Data Analyst,0,1
4271,2025-01-01,Information Technology,IT Support,0,0
4273,2025-01-01,Human Resources,Recruiter,1,1
4274,2025-01-01,Human Resources,HR Manager,0,0
4280,2025-01-01,Information Technology,QA Engineer,1,0
4283,2025-01-01,Sales,Sales Supervisor,1,0
4284,2025-01-01,Operations,Operations Executive,1,1
4285,2025-01-01,Marketing,Content Specialist,0,0
4286,2025-01-01,Information Technology,Software Engineer,1,0
4289,2025-01-01,Operations,Operations Manager,1,0
4291,2025-01-01,Marketing,Marketing Manager,0,0
4292,2025-01-01,Finance,Financial Analyst,3,0
4293,2025-01-01,Finance,Finance Manager,0,0
4294,2025-01-01,Operations,Warehouse Supervisor,1,0
4295,2025-01-01,Sales,Account Manager,1,0
4296,2025-01-01,Information Technology,Data Analyst,1,0
4298,2025-01-01,Sales,Sales Supervisor,2,0
4299,2025-01-01,Finance,Finance Manager,1,0
4300,2025-01-01,Marketing,Digital Marketing Specialist,1,0
4309,2025-01-01,Finance,Finance Manager,0,0
4310,2025-01-01,Human Resources,HR Manager,0,0
4311,2025-01-01,Human Resources,HR Manager,0,0
4313,2025-01-01,Human Resources,HR Manager,3,0
4315,2025-01-01,Marketing,Marketing Manager,3,0
4319,2025-01-01,Marketing,Marketing Manager,1,0
4320,2025-01-01,Information Technology,QA Engineer,1,0
4321,2025-01-01,Sales,Sales Representative,1,0
4323,2025-01-01,Marketing,Content Specialist,1,0
4325,2025-01-01,Finance,Finance Manager,0,0
4329,2025-01-01,Information Technology,System Administrator,0,0
4330,2025-01-01,Human Resources,HR Manager,1,0
4335,2025-01-01,Sales,Sales Supervisor,1,1
4339,2025-01-01,Human Resources,Recruiter,2,1
4341,2025-01-01,Sales,Sales Supervisor,0,0
4342,2025-01-01,Operations,Operations Executive,1,0
4344,2025-01-01,Operations,Procurement Specialist,0,0
4345,2025-01-01,Human Resources,HR Executive,2,1
4346,2025-01-01,Sales,Account Manager,1,0
4354,2025-01-01,Finance,Accountant,2,0
4355,2025-01-01,Human Resources,Recruiter,0,0
4358,2025-01-01,Marketing,Content Specialist,1,0
4360,2025-01-01,Finance,Accountant,2,0
4368,2025-01-01,Marketing,Content Specialist,1,0
4369,2025-01-01,Marketing,Marketing Executive,0,0
4372,2025-01-01,Operations,Operations Manager,0,0
4373,2025-01-01,Marketing,Digital Marketing Specialist,1,0
4375,2025-01-01,Marketing,Marketing Executive,0,0
4381,2025-01-01,Marketing,Digital Marketing Specialist,1,0
4382,2025-01-01,Marketing,Digital Marketing Specialist,0,0
4384,2025-01-01,Human Resources,HR Executive,1,0
4389,2025-01-01,Finance,Finance Manager,0,0
4391,2025-01-01,Marketing,Digital Marketing Specialist,2,0
4393,2025-01-01,Finance,Accountant,1,0
4396,2025-01-01,Sales,Sales Supervisor,3,0
4398,2025-01-01,Human Resources,HR Executive,1,0
4403,2025-01-01,Marketing,Marketing Executive,0,0
4404,2025-01-01,Marketing,Marketing Manager,1,0
4406,2025-01-01,Finance,Finance Manager,1,0
4410,2025-01-01,Sales,Sales Supervisor,1,1
4411,2025-01-01,Marketing,Marketing Executive,1,0
4412,2025-01-01,Finance,Internal Auditor,3,0
4417,2025-01-01,Marketing,Marketing Executive,1,0
4419,2025-01-01,Human Resources,Recruiter,1,0
4421,2025-01-01,Human Resources,HR Executive,1,0
4422,2025-01-01,Finance,Financial Analyst,1,0
4423,2025-01-01,Information Technology,Data Analyst,1,0
4424,2025-01-01,Human Resources,C&B Specialist,0,0
4426,2025-01-01,Operations,Operations Executive,2,1
4427,2025-01-01,Sales,Account Manager,1,0
4428,2025-01-01,Information Technology,Data Analyst,0,0
4429,2025-01-01,Finance,Finance Manager,2,0
4431,2025-01-01,Information Technology,Software Engineer,0,0
4432,2025-01-01,Human Resources,Recruiter,0,0
