MaNV,NgayThang,Nam,PhongBan,ChucDanh,CapBacCongViec,Tuoi,KhoangCachTuNha,SoLuongDuAn,SoGioTrungBinhThang,LamThemGio,DiemDanhGiaHieuSuat,DiemHaiLongCongViec,DiemHaiLongMoiTruong,ThuNhapThang,SoNamTaiCongTy,SoNamTuLanThangChucCuoi,DuocThangChucNamTruoc,ThucTeNghiViec,XacSuatNghiViec,DiemNguyCo,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,LaRuiRoCao,XepHangNguyCo,PhanViNguyCo,MoHinh,PhienBanMoHinh
1481,2025-01-01,2025,Information Technology,System Administrator,2,39,31,3,185,False,4,3,3,16008000,2,2,False,0,0.060836109019480715,6.08,0,0.16908819344089202,Thấp,1,0,4279,3.45,Random Forest,RF_2025_V1
1482,2025-01-01,2025,Human Resources,HR Manager,1,36,15,5,187,True,5,3,2,11601000,3,3,False,0,0.1649482362385851,16.49,0,0.16908819344089202,Trung bình,2,0,1543,65.2,Random Forest,RF_2025_V1
1484,2025-01-01,2025,Information Technology,System Administrator,1,34,27,1,176,False,3,1,4,9843000,2,2,False,0,0.08256180226459357,8.26,0,0.16908819344089202,Thấp,1,0,3507,20.88,Random Forest,RF_2025_V1
1486,2025-01-01,2025,Operations,Operations Executive,3,34,16,3,182,False,3,2,1,33759000,2,2,False,0,0.15656891866433084,15.66,0,0.16908819344089202,Trung bình,2,0,1676,62.2,Random Forest,RF_2025_V1
1490,2025-01-01,2025,Finance,Accountant,2,28,4,2,161,False,2,4,4,21043000,1,1,False,0,0.0779724377430636,7.8,0,0.16908819344089202,Thấp,1,0,3713,16.23,Random Forest,RF_2025_V1
1491,2025-01-01,2025,Sales,Sales Supervisor,3,45,27,3,189,False,4,4,3,22499000,3,2,False,0,0.06231534990958595,6.23,0,0.16908819344089202,Thấp,1,0,4234,4.47,Random Forest,RF_2025_V1
1493,2025-01-01,2025,Human Resources,C&B Specialist,3,27,12,2,182,True,5,4,2,25254000,2,2,False,0,0.13289663505926297,13.29,0,0.16908819344089202,Trung bình,2,0,2164,51.18,Random Forest,RF_2025_V1
1496,2025-01-01,2025,Human Resources,HR Manager,3,42,26,3,190,False,5,3,2,20000000,5,0,True,0,0.10312485874023347,10.31,0,0.16908819344089202,Trung bình,2,0,2916,34.21,Random Forest,RF_2025_V1
1498,2025-01-01,2025,Finance,Finance Manager,2,43,4,3,209,False,3,4,3,21925000,4,4,False,0,0.0781529520655859,7.82,0,0.16908819344089202,Thấp,1,0,3700,16.52,Random Forest,RF_2025_V1
1499,2025-01-01,2025,Marketing,Marketing Executive,4,26,14,1,191,True,3,3,2,46864000,1,1,False,0,0.15940567115633214,15.94,0,0.16908819344089202,Trung bình,2,0,1628,63.28,Random Forest,RF_2025_V1
1500,2025-01-01,2025,Finance,Financial Analyst,1,54,39,2,179,False,4,4,2,17708000,9,9,False,0,0.10205009965428746,10.21,0,0.16908819344089202,Trung bình,2,0,2951,33.42,Random Forest,RF_2025_V1
1506,2025-01-01,2025,Marketing,Marketing Manager,2,44,7,4,184,False,3,4,4,20097000,5,5,False,0,0.06318307681458818,6.32,0,0.16908819344089202,Thấp,1,0,4208,5.06,Random Forest,RF_2025_V1
1508,2025-01-01,2025,Marketing,Digital Marketing Specialist,2,47,17,2,252,False,2,3,3,15967000,10,4,False,0,0.1443632623590652,14.44,0,0.16908819344089202,Trung bình,2,0,1887,57.44,Random Forest,RF_2025_V1
1509,2025-01-01,2025,Operations,Operations Executive,2,27,5,2,173,False,5,2,2,21167000,5,5,False,0,0.1926832084888947,19.27,1,0.16908819344089202,Cao,3,1,1201,72.92,Random Forest,RF_2025_V1
1511,2025-01-01,2025,Operations,Procurement Specialist,3,36,33,4,214,True,5,4,2,29345000,3,3,False,0,0.17291038618998664,17.29,1,0.16908819344089202,Cao,3,1,1443,67.46,Random Forest,RF_2025_V1
1512,2025-01-01,2025,Human Resources,HR Manager,5,37,28,4,201,False,4,3,1,93932000,13,2,False,0,0.10754789945224989,10.75,0,0.16908819344089202,Trung bình,2,0,2826,36.24,Random Forest,RF_2025_V1
1513,2025-01-01,2025,Marketing,Marketing Manager,3,29,33,7,194,False,4,1,4,35563000,1,1,False,0,0.1332235333985984,13.32,0,0.16908819344089202,Trung bình,2,0,2155,51.39,Random Forest,RF_2025_V1
1516,2025-01-01,2025,Information Technology,System Administrator,2,49,33,5,219,True,3,4,4,32835000,10,10,False,0,0.22075927449510577,22.08,1,0.16908819344089202,Cao,3,1,906,79.58,Random Forest,RF_2025_V1
1517,2025-01-01,2025,Operations,Procurement Specialist,1,50,17,2,160,False,4,2,4,8751000,1,1,False,0,0.10824769107164696,10.82,0,0.16908819344089202,Trung bình,2,0,2802,36.79,Random Forest,RF_2025_V1
1519,2025-01-01,2025,Finance,Accountant,4,54,32,2,237,False,4,1,2,37911000,14,1,False,1,0.23517347824515905,23.52,1,0.16908819344089202,Cao,3,1,776,82.51,Random Forest,RF_2025_V1
1523,2025-01-01,2025,Sales,Sales Supervisor,2,52,6,5,206,False,5,1,2,17735000,5,2,False,0,0.17486524943309945,17.49,1,0.16908819344089202,Cao,3,1,1409,68.22,Random Forest,RF_2025_V1
1525,2025-01-01,2025,Operations,Procurement Specialist,1,50,8,5,208,False,3,2,2,8391000,2,2,False,0,0.15292866055188303,15.29,0,0.16908819344089202,Trung bình,2,0,1737,60.82,Random Forest,RF_2025_V1
1526,2025-01-01,2025,Information Technology,Software Engineer,2,45,15,5,191,False,4,4,3,20499000,3,3,False,0,0.0637575587824052,6.38,0,0.16908819344089202,Thấp,1,0,4192,5.42,Random Forest,RF_2025_V1
1528,2025-01-01,2025,Marketing,Digital Marketing Specialist,4,48,21,2,156,False,4,4,4,39821000,7,0,True,0,0.06022922535180063,6.02,0,0.16908819344089202,Thấp,1,0,4292,3.16,Random Forest,RF_2025_V1
1529,2025-01-01,2025,Human Resources,C&B Specialist,2,37,31,2,173,False,4,3,4,15293000,2,0,True,0,0.05966062706774309,5.97,0,0.16908819344089202,Thấp,1,0,4306,2.84,Random Forest,RF_2025_V1
1530,2025-01-01,2025,Marketing,Marketing Executive,1,47,8,3,176,False,3,4,1,9937000,1,1,False,0,0.09705014591385629,9.71,0,0.16908819344089202,Thấp,1,0,3064,30.87,Random Forest,RF_2025_V1
1532,2025-01-01,2025,Human Resources,Recruiter,1,33,4,3,168,False,3,4,4,9205000,1,1,False,0,0.07790546104935932,7.79,0,0.16908819344089202,Thấp,1,0,3715,16.18,Random Forest,RF_2025_V1
1535,2025-01-01,2025,Sales,Account Manager,5,25,20,5,198,False,4,4,3,72004000,5,1,False,0,0.08782360142865007,8.78,0,0.16908819344089202,Thấp,1,0,3326,24.96,Random Forest,RF_2025_V1
1536,2025-01-01,2025,Sales,Sales Executive,3,51,32,4,173,False,3,4,1,40987000,11,11,False,1,0.09621558815466641,9.62,0,0.16908819344089202,Thấp,1,0,3084,30.42,Random Forest,RF_2025_V1
1537,2025-01-01,2025,Marketing,Digital Marketing Specialist,4,49,39,3,159,False,3,4,2,42919000,9,1,False,0,0.07857379347337501,7.86,0,0.16908819344089202,Thấp,1,0,3683,16.9,Random Forest,RF_2025_V1
1540,2025-01-01,2025,Information Technology,System Administrator,2,25,32,4,161,False,4,4,4,16407000,2,0,True,0,0.06090694324339714,6.09,0,0.16908819344089202,Thấp,1,0,4276,3.52,Random Forest,RF_2025_V1
1542,2025-01-01,2025,Human Resources,HR Executive,1,41,22,5,213,True,3,4,2,15654000,8,8,False,1,0.24514540630106496,24.51,1,0.16908819344089202,Cao,3,1,699,84.25,Random Forest,RF_2025_V1
1543,2025-01-01,2025,Sales,Sales Executive,4,49,9,4,205,False,4,4,3,44053000,2,2,False,0,0.06032051674688332,6.03,0,0.16908819344089202,Thấp,1,0,4291,3.18,Random Forest,RF_2025_V1
1546,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,49,40,2,213,True,3,1,4,13858000,7,7,False,1,0.22481212465282718,22.48,1,0.16908819344089202,Cao,3,1,865,80.5,Random Forest,RF_2025_V1
1547,2025-01-01,2025,Operations,Warehouse Supervisor,2,27,1,4,215,True,4,3,1,15832000,1,1,False,0,0.21280389502274175,21.28,1,0.16908819344089202,Cao,3,1,1004,77.36,Random Forest,RF_2025_V1
1548,2025-01-01,2025,Finance,Finance Manager,1,42,31,1,162,False,3,2,3,16786000,15,15,False,0,0.14772426573549885,14.77,0,0.16908819344089202,Trung bình,2,0,1832,58.68,Random Forest,RF_2025_V1
1550,2025-01-01,2025,Marketing,Content Specialist,3,25,30,3,199,True,3,4,3,34375000,2,2,False,0,0.12478412808737598,12.48,0,0.16908819344089202,Trung bình,2,0,2342,47.17,Random Forest,RF_2025_V1
1557,2025-01-01,2025,Finance,Internal Auditor,5,36,1,1,189,False,4,4,3,64923000,8,2,False,0,0.06643140314408855,6.64,0,0.16908819344089202,Thấp,1,0,4107,7.33,Random Forest,RF_2025_V1
1559,2025-01-01,2025,Operations,Operations Manager,2,40,1,6,202,False,5,3,3,22757000,2,2,False,0,0.08434599494843266,8.43,0,0.16908819344089202,Thấp,1,0,3442,22.34,Random Forest,RF_2025_V1
1560,2025-01-01,2025,Finance,Internal Auditor,3,49,17,4,221,True,5,3,4,25931000,14,0,True,1,0.23054214171441104,23.05,1,0.16908819344089202,Cao,3,1,826,81.38,Random Forest,RF_2025_V1
1562,2025-01-01,2025,Human Resources,C&B Specialist,2,54,38,4,204,True,3,2,4,14176000,1,1,False,1,0.23102530187395293,23.1,1,0.16908819344089202,Cao,3,1,821,81.49,Random Forest,RF_2025_V1
1564,2025-01-01,2025,Sales,Account Manager,1,36,18,1,185,False,4,4,2,10642000,1,1,False,0,0.09495283160592129,9.5,0,0.16908819344089202,Thấp,1,0,3114,29.74,Random Forest,RF_2025_V1
1565,2025-01-01,2025,Marketing,Content Specialist,1,25,34,1,199,True,4,2,2,12552000,2,2,False,0,0.24631991195377695,24.63,1,0.16908819344089202,Cao,3,1,691,84.43,Random Forest,RF_2025_V1
1568,2025-01-01,2025,Finance,Internal Auditor,3,54,7,3,177,False,4,1,4,35831000,14,6,False,1,0.1412094183698849,14.12,0,0.16908819344089202,Trung bình,2,0,1955,55.9,Random Forest,RF_2025_V1
1570,2025-01-01,2025,Information Technology,Software Engineer,1,28,15,3,206,True,3,3,4,10622000,3,3,False,0,0.13367625017343343,13.37,0,0.16908819344089202,Trung bình,2,0,2143,51.66,Random Forest,RF_2025_V1
1571,2025-01-01,2025,Finance,Financial Analyst,4,35,16,3,166,False,3,3,4,51047000,4,2,False,0,0.06072653326540455,6.07,0,0.16908819344089202,Thấp,1,0,4284,3.34,Random Forest,RF_2025_V1
1576,2025-01-01,2025,Operations,Warehouse Supervisor,3,43,32,4,177,False,3,3,2,34003000,9,1,False,0,0.1016029703892214,10.16,0,0.16908819344089202,Trung bình,2,0,2958,33.27,Random Forest,RF_2025_V1
1579,2025-01-01,2025,Operations,Operations Executive,3,34,25,2,215,True,5,2,2,25696000,1,1,False,0,0.2522799873253687,25.23,1,0.16908819344089202,Cao,3,1,638,85.62,Random Forest,RF_2025_V1
1581,2025-01-01,2025,Information Technology,System Administrator,2,35,6,3,209,True,4,3,3,18953000,13,4,False,0,0.17725965961914214,17.73,1,0.16908819344089202,Cao,3,1,1375,68.99,Random Forest,RF_2025_V1
1584,2025-01-01,2025,Finance,Financial Analyst,1,28,25,4,214,False,3,3,4,12574000,3,3,False,0,0.06909798201161287,6.91,0,0.16908819344089202,Thấp,1,0,4026,9.16,Random Forest,RF_2025_V1
1585,2025-01-01,2025,Sales,Sales Representative,3,30,18,6,216,False,4,4,4,34956000,10,10,False,0,0.11136989518622512,11.14,0,0.16908819344089202,Trung bình,2,0,2709,38.89,Random Forest,RF_2025_V1
1586,2025-01-01,2025,Marketing,Digital Marketing Specialist,3,44,2,3,204,False,3,2,3,33444000,15,5,False,0,0.1366856214496025,13.67,0,0.16908819344089202,Trung bình,2,0,2070,53.31,Random Forest,RF_2025_V1
1589,2025-01-01,2025,Information Technology,IT Support,3,25,30,1,193,True,3,2,3,37491000,3,3,False,0,0.21195039018152914,21.2,1,0.16908819344089202,Cao,3,1,1012,77.18,Random Forest,RF_2025_V1
1590,2025-01-01,2025,Finance,Internal Auditor,3,31,23,7,220,False,3,2,3,23499000,4,0,True,1,0.21704993544842552,21.7,1,0.16908819344089202,Cao,3,1,950,78.58,Random Forest,RF_2025_V1
1591,2025-01-01,2025,Finance,Finance Manager,1,27,37,1,149,False,3,1,4,8387000,1,1,False,1,0.10686059117682949,10.69,0,0.16908819344089202,Trung bình,2,0,2846,35.79,Random Forest,RF_2025_V1
1592,2025-01-01,2025,Marketing,Marketing Manager,1,46,23,3,196,False,3,4,4,8653000,3,3,False,1,0.05681561067548293,5.68,0,0.16908819344089202,Thấp,1,0,4367,1.47,Random Forest,RF_2025_V1
1593,2025-01-01,2025,Sales,Sales Executive,2,54,27,1,167,False,3,2,2,21692000,8,8,False,1,0.17572088140590764,17.57,1,0.16908819344089202,Cao,3,1,1398,68.47,Random Forest,RF_2025_V1
1598,2025-01-01,2025,Marketing,Digital Marketing Specialist,5,50,28,2,175,False,3,1,3,64881000,8,2,False,0,0.12190935965831338,12.19,0,0.16908819344089202,Trung bình,2,0,2415,45.52,Random Forest,RF_2025_V1
1600,2025-01-01,2025,Human Resources,HR Manager,1,34,6,5,225,True,3,2,3,8856000,2,2,False,1,0.28841284204439055,28.84,1,0.16908819344089202,Cao,3,1,380,91.45,Random Forest,RF_2025_V1
1603,2025-01-01,2025,Information Technology,Data Analyst,3,46,9,4,229,True,4,2,3,24931000,3,3,False,1,0.2995221111492585,29.95,1,0.16908819344089202,Cao,3,1,333,92.51,Random Forest,RF_2025_V1
1604,2025-01-01,2025,Human Resources,HR Manager,1,45,10,1,174,False,3,3,4,14285000,10,10,False,0,0.08095953036261755,8.1,0,0.16908819344089202,Thấp,1,0,3573,19.39,Random Forest,RF_2025_V1
1605,2025-01-01,2025,Information Technology,System Administrator,3,48,14,8,258,True,3,3,1,26836000,14,0,True,0,0.3407928589257939,34.08,1,0.16908819344089202,Cao,3,1,186,95.82,Random Forest,RF_2025_V1
1611,2025-01-01,2025,Finance,Financial Analyst,5,32,11,5,211,False,2,2,2,92646000,10,1,False,0,0.18887319631481145,18.89,1,0.16908819344089202,Cao,3,1,1239,72.06,Random Forest,RF_2025_V1
1612,2025-01-01,2025,Information Technology,Data Analyst,2,41,12,1,164,False,2,2,3,16741000,2,2,False,0,0.09861041357122617,9.86,0,0.16908819344089202,Thấp,1,0,3037,31.48,Random Forest,RF_2025_V1
1618,2025-01-01,2025,Information Technology,System Administrator,3,55,39,5,199,True,2,4,2,28098000,12,5,False,0,0.21981288619719588,21.98,1,0.16908819344089202,Cao,3,1,922,79.21,Random Forest,RF_2025_V1
1620,2025-01-01,2025,Sales,Sales Executive,2,33,2,5,173,False,4,1,4,22102000,3,3,False,0,0.08930219604474306,8.93,0,0.16908819344089202,Thấp,1,0,3287,25.84,Random Forest,RF_2025_V1
1621,2025-01-01,2025,Information Technology,Software Engineer,4,38,32,4,183,False,4,4,1,37253000,9,1,False,0,0.09140939738674284,9.14,0,0.16908819344089202,Thấp,1,0,3216,27.44,Random Forest,RF_2025_V1
1623,2025-01-01,2025,Human Resources,HR Manager,3,39,28,6,225,True,3,3,1,38812000,15,15,False,0,0.3952774115032555,39.53,1,0.16908819344089202,Cao,3,1,63,98.6,Random Forest,RF_2025_V1
1624,2025-01-01,2025,Sales,Sales Representative,2,40,22,2,161,False,4,1,3,18237000,1,1,False,0,0.11045439472608493,11.05,0,0.16908819344089202,Trung bình,2,0,2740,38.19,Random Forest,RF_2025_V1
1629,2025-01-01,2025,Human Resources,Recruiter,2,42,13,3,161,False,4,3,4,18721000,4,4,False,0,0.08282949663360903,8.28,0,0.16908819344089202,Thấp,1,0,3493,21.19,Random Forest,RF_2025_V1
1630,2025-01-01,2025,Information Technology,Software Engineer,4,52,9,2,149,False,3,2,1,44933000,15,3,False,0,0.1659745015277256,16.6,0,0.16908819344089202,Trung bình,2,0,1532,65.45,Random Forest,RF_2025_V1
1631,2025-01-01,2025,Finance,Financial Analyst,1,55,16,3,182,True,4,1,4,11644000,2,2,False,0,0.21194226551971782,21.19,1,0.16908819344089202,Cao,3,1,1013,77.16,Random Forest,RF_2025_V1
1636,2025-01-01,2025,Marketing,Marketing Manager,4,43,13,3,177,False,2,4,2,45525000,8,1,False,0,0.08677009904659694,8.68,0,0.16908819344089202,Thấp,1,0,3357,24.26,Random Forest,RF_2025_V1
1639,2025-01-01,2025,Operations,Procurement Specialist,2,36,32,6,200,False,3,4,4,22626000,2,2,False,0,0.07388648621945325,7.39,0,0.16908819344089202,Thấp,1,0,3868,12.73,Random Forest,RF_2025_V1
1640,2025-01-01,2025,Marketing,Marketing Executive,2,39,11,4,191,False,3,2,2,23779000,7,7,False,0,0.17654931222960754,17.65,1,0.16908819344089202,Cao,3,1,1387,68.72,Random Forest,RF_2025_V1
1642,2025-01-01,2025,Marketing,Marketing Manager,3,52,31,2,181,False,4,2,3,25298000,2,1,False,0,0.10127294729652919,10.13,0,0.16908819344089202,Trung bình,2,0,2966,33.09,Random Forest,RF_2025_V1
1643,2025-01-01,2025,Finance,Financial Analyst,2,39,11,4,206,False,4,4,4,19718000,1,1,False,0,0.08101801337741431,8.1,0,0.16908819344089202,Thấp,1,0,3570,19.45,Random Forest,RF_2025_V1
1645,2025-01-01,2025,Marketing,Marketing Manager,1,43,40,5,186,False,3,3,4,11343000,6,6,False,0,0.0626312538634175,6.26,0,0.16908819344089202,Thấp,1,0,4224,4.69,Random Forest,RF_2025_V1
1646,2025-01-01,2025,Human Resources,C&B Specialist,2,35,29,2,210,True,3,4,3,17539000,4,4,False,0,0.16810726893337102,16.81,0,0.16908819344089202,Trung bình,2,0,1504,66.08,Random Forest,RF_2025_V1
1647,2025-01-01,2025,Human Resources,HR Executive,2,26,35,1,206,True,3,3,3,14383000,5,1,False,0,0.13257115983083528,13.26,0,0.16908819344089202,Trung bình,2,0,2174,50.96,Random Forest,RF_2025_V1
1648,2025-01-01,2025,Information Technology,QA Engineer,2,49,14,5,189,False,4,2,4,23145000,4,4,False,0,0.15663464380834394,15.66,0,0.16908819344089202,Trung bình,2,0,1675,62.22,Random Forest,RF_2025_V1
1649,2025-01-01,2025,Finance,Finance Manager,2,36,21,3,201,True,2,2,4,22705000,9,9,False,0,0.26097273568231844,26.1,1,0.16908819344089202,Cao,3,1,571,87.14,Random Forest,RF_2025_V1
1651,2025-01-01,2025,Human Resources,HR Manager,2,48,20,1,166,False,3,3,1,20950000,4,4,False,0,0.11707255947981779,11.71,0,0.16908819344089202,Trung bình,2,0,2534,42.83,Random Forest,RF_2025_V1
1655,2025-01-01,2025,Operations,Warehouse Supervisor,2,26,28,1,179,False,2,2,3,13965000,3,2,False,0,0.10149401774580552,10.15,0,0.16908819344089202,Trung bình,2,0,2962,33.18,Random Forest,RF_2025_V1
1657,2025-01-01,2025,Information Technology,Software Engineer,1,32,13,2,187,False,4,2,4,12307000,4,4,False,0,0.13863568088575529,13.86,0,0.16908819344089202,Trung bình,2,0,2018,54.48,Random Forest,RF_2025_V1
1659,2025-01-01,2025,Operations,Operations Manager,3,51,40,3,163,False,2,2,3,20000000,11,0,True,0,0.13478079622920128,13.48,0,0.16908819344089202,Trung bình,2,0,2118,52.22,Random Forest,RF_2025_V1
1663,2025-01-01,2025,Operations,Operations Executive,2,25,34,4,176,False,4,2,3,18351000,3,3,False,0,0.099852708989271,9.99,0,0.16908819344089202,Thấp,1,0,3004,32.23,Random Forest,RF_2025_V1
1665,2025-01-01,2025,Information Technology,IT Support,2,26,25,2,179,False,3,3,2,19894000,1,1,False,0,0.09930909889573881,9.93,0,0.16908819344089202,Thấp,1,0,3022,31.82,Random Forest,RF_2025_V1
1670,2025-01-01,2025,Human Resources,C&B Specialist,3,30,14,4,185,False,3,3,4,20000000,2,0,True,1,0.07094194709009627,7.09,0,0.16908819344089202,Thấp,1,0,3968,10.47,Random Forest,RF_2025_V1
1673,2025-01-01,2025,Human Resources,Recruiter,3,52,1,6,196,False,3,2,3,29178000,7,6,False,1,0.17045612814097896,17.05,1,0.16908819344089202,Cao,3,1,1474,66.76,Random Forest,RF_2025_V1
1676,2025-01-01,2025,Sales,Account Manager,5,39,26,4,219,True,3,4,3,110805000,15,4,False,0,0.19554650974490925,19.55,1,0.16908819344089202,Cao,3,1,1176,73.48,Random Forest,RF_2025_V1
1678,2025-01-01,2025,Operations,Operations Executive,2,25,38,4,252,True,3,3,3,18924000,1,1,False,0,0.2524283531348706,25.24,1,0.16908819344089202,Cao,3,1,636,85.67,Random Forest,RF_2025_V1
1679,2025-01-01,2025,Information Technology,System Administrator,1,25,35,4,218,True,4,4,2,10850000,3,3,False,0,0.1649401544303093,16.49,0,0.16908819344089202,Trung bình,2,0,1544,65.18,Random Forest,RF_2025_V1
1680,2025-01-01,2025,Information Technology,Data Analyst,3,27,20,4,228,True,2,1,1,24050000,1,1,False,1,0.36944663984345794,36.94,1,0.16908819344089202,Cao,3,1,107,97.61,Random Forest,RF_2025_V1
1684,2025-01-01,2025,Human Resources,HR Manager,2,38,33,2,175,False,3,2,1,20468000,9,3,False,0,0.15248068099628156,15.25,0,0.16908819344089202,Trung bình,2,0,1740,60.75,Random Forest,RF_2025_V1
1686,2025-01-01,2025,Marketing,Content Specialist,3,48,10,1,176,False,3,1,4,34509000,1,1,False,0,0.10938721895569953,10.94,0,0.16908819344089202,Trung bình,2,0,2766,37.6,Random Forest,RF_2025_V1
1687,2025-01-01,2025,Marketing,Marketing Manager,2,51,32,5,203,True,3,2,3,20772000,15,5,False,0,0.22972271292366273,22.97,1,0.16908819344089202,Cao,3,1,831,81.27,Random Forest,RF_2025_V1
1688,2025-01-01,2025,Operations,Operations Executive,4,31,39,4,199,False,2,4,3,73454000,6,6,False,0,0.08678611202502741,8.68,0,0.16908819344089202,Thấp,1,0,3355,24.31,Random Forest,RF_2025_V1
1692,2025-01-01,2025,Human Resources,HR Executive,3,28,30,3,214,False,5,3,2,24949000,6,2,False,0,0.09985108805502461,9.99,0,0.16908819344089202,Thấp,1,0,3005,32.2,Random Forest,RF_2025_V1
1694,2025-01-01,2025,Sales,Sales Supervisor,3,49,20,5,197,False,4,3,4,35934000,2,2,False,0,0.06345958441863403,6.35,0,0.16908819344089202,Thấp,1,0,4200,5.24,Random Forest,RF_2025_V1
1698,2025-01-01,2025,Finance,Accountant,2,51,32,4,180,False,4,3,4,16516000,2,2,False,0,0.05572249219707988,5.57,0,0.16908819344089202,Thấp,1,0,4381,1.15,Random Forest,RF_2025_V1
1699,2025-01-01,2025,Finance,Internal Auditor,2,55,13,2,212,True,4,3,3,13224000,9,2,False,0,0.1382147319276439,13.82,0,0.16908819344089202,Trung bình,2,0,2029,54.23,Random Forest,RF_2025_V1
1701,2025-01-01,2025,Sales,Sales Representative,2,28,23,6,205,True,4,2,2,18474000,2,2,False,0,0.29705062217127415,29.71,1,0.16908819344089202,Cao,3,1,343,92.28,Random Forest,RF_2025_V1
1703,2025-01-01,2025,Operations,Procurement Specialist,1,33,25,2,166,False,4,2,4,11753000,2,2,False,0,0.09069515992029964,9.07,0,0.16908819344089202,Thấp,1,0,3243,26.83,Random Forest,RF_2025_V1
1705,2025-01-01,2025,Information Technology,Data Analyst,4,36,6,5,188,False,3,4,3,54688000,10,4,False,0,0.07432325530920987,7.43,0,0.16908819344089202,Thấp,1,0,3846,13.23,Random Forest,RF_2025_V1
1708,2025-01-01,2025,Information Technology,Software Engineer,1,37,8,5,193,False,4,2,3,10106000,2,2,False,0,0.10023408266751091,10.02,0,0.16908819344089202,Trung bình,2,0,2992,32.5,Random Forest,RF_2025_V1
1709,2025-01-01,2025,Marketing,Marketing Manager,1,32,15,1,190,False,3,4,4,11772000,3,3,False,1,0.05736159668954829,5.74,0,0.16908819344089202,Thấp,1,0,4357,1.69,Random Forest,RF_2025_V1
1711,2025-01-01,2025,Information Technology,IT Support,1,38,17,1,168,False,3,3,4,8576000,2,2,False,0,0.0537623959810234,5.38,0,0.16908819344089202,Thấp,1,0,4409,0.52,Random Forest,RF_2025_V1
1717,2025-01-01,2025,Sales,Sales Representative,2,30,31,4,190,True,4,3,4,25148000,4,4,False,1,0.15887675018056485,15.89,0,0.16908819344089202,Trung bình,2,0,1641,62.99,Random Forest,RF_2025_V1
1718,2025-01-01,2025,Sales,Account Manager,3,43,18,1,215,True,3,3,4,35773000,8,2,False,0,0.13900810980865885,13.9,0,0.16908819344089202,Trung bình,2,0,2004,54.8,Random Forest,RF_2025_V1
1727,2025-01-01,2025,Sales,Sales Representative,2,45,20,1,222,True,2,3,3,20137000,9,9,False,0,0.24890924562955188,24.89,1,0.16908819344089202,Cao,3,1,664,85.04,Random Forest,RF_2025_V1
