MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,DiemNguyCo,LaRuiRoCao,LaRuiRoTrungBinh,LaRuiRoThap,XepHangNguyCo,PhanViNguyCo
2770,2025-01-01,2025,Human Resources,Recruiter,0,0.10236214368510008,0,0.16908819344089202,Trung bình,2,10.24,0,1,0,2936,33.76
2771,2025-01-01,2025,Sales,Sales Representative,0,0.18937786016811278,1,0.16908819344089202,Cao,3,18.94,1,0,0,1236,72.13
2774,2025-01-01,2025,Human Resources,HR Manager,0,0.12375255158393164,0,0.16908819344089202,Trung bình,2,12.38,0,1,0,2366,46.63
2775,2025-01-01,2025,Human Resources,HR Manager,0,0.12687187525108834,0,0.16908819344089202,Trung bình,2,12.69,0,1,0,2302,48.07
2778,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13962550341546584,0,0.16908819344089202,Trung bình,2,13.96,0,1,0,1987,55.18
2780,2025-01-01,2025,Finance,Internal Auditor,0,0.14233110626316675,0,0.16908819344089202,Trung bình,2,14.23,0,1,0,1927,56.53
2781,2025-01-01,2025,Sales,Sales Representative,0,0.1369011320197991,0,0.16908819344089202,Trung bình,2,13.69,0,1,0,2066,53.4
2784,2025-01-01,2025,Marketing,Marketing Executive,0,0.055529530227028424,0,0.16908819344089202,Thấp,1,5.55,0,0,1,4388,0.99
2785,2025-01-01,2025,Marketing,Marketing Manager,0,0.1245793589773011,0,0.16908819344089202,Trung bình,2,12.46,0,1,0,2348,47.03
2786,2025-01-01,2025,Human Resources,HR Manager,0,0.24641295461981064,1,0.16908819344089202,Cao,3,24.64,1,0,0,690,84.45
2787,2025-01-01,2025,Finance,Accountant,0,0.21091406703615634,1,0.16908819344089202,Cao,3,21.09,1,0,0,1021,76.98
2790,2025-01-01,2025,Information Technology,System Administrator,0,0.10829355464138786,0,0.16908819344089202,Trung bình,2,10.83,0,1,0,2799,36.85
2795,2025-01-01,2025,Human Resources,HR Manager,0,0.10654788925747669,0,0.16908819344089202,Trung bình,2,10.65,0,1,0,2852,35.66
2799,2025-01-01,2025,Marketing,Content Specialist,0,0.09174349402541651,0,0.16908819344089202,Thấp,1,9.17,0,0,1,3206,27.67
2803,2025-01-01,2025,Sales,Account Manager,0,0.06284828608902059,0,0.16908819344089202,Thấp,1,6.28,0,0,1,4218,4.83
2804,2025-01-01,2025,Human Resources,Recruiter,0,0.19205547056889014,1,0.16908819344089202,Cao,3,19.21,1,0,0,1207,72.78
2806,2025-01-01,2025,Human Resources,HR Executive,0,0.06584826762702468,0,0.16908819344089202,Thấp,1,6.58,0,0,1,4120,7.04
2810,2025-01-01,2025,Operations,Procurement Specialist,0,0.07646734462711506,0,0.16908819344089202,Thấp,1,7.65,0,0,1,3768,14.99
2811,2025-01-01,2025,Information Technology,Data Analyst,1,0.29300037864134976,1,0.16908819344089202,Cao,3,29.3,1,0,0,359,91.92
2814,2025-01-01,2025,Marketing,Marketing Executive,0,0.05251892067164638,0,0.16908819344089202,Thấp,1,5.25,0,0,1,4413,0.43
2815,2025-01-01,2025,Marketing,Marketing Manager,0,0.1312775460526151,0,0.16908819344089202,Trung bình,2,13.13,0,1,0,2213,50.08
2816,2025-01-01,2025,Sales,Sales Representative,1,0.1476380886156506,0,0.16908819344089202,Trung bình,2,14.76,0,1,0,1837,58.56
2819,2025-01-01,2025,Human Resources,Recruiter,0,0.1581544929935485,0,0.16908819344089202,Trung bình,2,15.82,0,1,0,1653,62.72
2820,2025-01-01,2025,Human Resources,Recruiter,0,0.07312095045641083,0,0.16908819344089202,Thấp,1,7.31,0,0,1,3898,12.05
2821,2025-01-01,2025,Finance,Financial Analyst,0,0.25734961826325825,1,0.16908819344089202,Cao,3,25.73,1,0,0,596,86.57
2822,2025-01-01,2025,Information Technology,Data Analyst,0,0.07905751000181453,0,0.16908819344089202,Thấp,1,7.91,0,0,1,3665,17.31
2823,2025-01-01,2025,Operations,Operations Manager,0,0.08708026585130131,0,0.16908819344089202,Thấp,1,8.71,0,0,1,3346,24.51
2824,2025-01-01,2025,Information Technology,QA Engineer,0,0.11620642410495731,0,0.16908819344089202,Trung bình,2,11.62,0,1,0,2558,42.29
2826,2025-01-01,2025,Operations,Procurement Specialist,1,0.26876735646009475,1,0.16908819344089202,Cao,3,26.88,1,0,0,507,88.58
2829,2025-01-01,2025,Operations,Operations Executive,0,0.2699960270484414,1,0.16908819344089202,Cao,3,27.0,1,0,0,498,88.78
2832,2025-01-01,2025,Finance,Finance Manager,0,0.150772946865578,0,0.16908819344089202,Trung bình,2,15.08,0,1,0,1773,60.01
2834,2025-01-01,2025,Marketing,Marketing Manager,0,0.07122883734611142,0,0.16908819344089202,Thấp,1,7.12,0,0,1,3956,10.74
2837,2025-01-01,2025,Sales,Account Manager,1,0.1483170029089829,0,0.16908819344089202,Trung bình,2,14.83,0,1,0,1819,58.97
2838,2025-01-01,2025,Marketing,Marketing Manager,1,0.10339199011366945,0,0.16908819344089202,Trung bình,2,10.34,0,1,0,2914,34.26
2840,2025-01-01,2025,Information Technology,QA Engineer,1,0.1553804857915461,0,0.16908819344089202,Trung bình,2,15.54,0,1,0,1693,61.81
2845,2025-01-01,2025,Sales,Sales Executive,0,0.15841494237930245,0,0.16908819344089202,Trung bình,2,15.84,0,1,0,1649,62.81
2846,2025-01-01,2025,Operations,Procurement Specialist,0,0.15183600459686702,0,0.16908819344089202,Trung bình,2,15.18,0,1,0,1754,60.44
2855,2025-01-01,2025,Operations,Operations Manager,0,0.22291253702443986,1,0.16908819344089202,Cao,3,22.29,1,0,0,890,79.94
2860,2025-01-01,2025,Marketing,Marketing Manager,0,0.13072543987392357,0,0.16908819344089202,Trung bình,2,13.07,0,1,0,2225,49.81
2862,2025-01-01,2025,Human Resources,HR Manager,0,0.13602482896156542,0,0.16908819344089202,Trung bình,2,13.6,0,1,0,2088,52.9
2863,2025-01-01,2025,Marketing,Marketing Executive,0,0.12194119394944511,0,0.16908819344089202,Trung bình,2,12.19,0,1,0,2410,45.63
2864,2025-01-01,2025,Operations,Operations Executive,0,0.08797771504232647,0,0.16908819344089202,Thấp,1,8.8,0,0,1,3323,25.03
2877,2025-01-01,2025,Finance,Accountant,0,0.226118275445094,1,0.16908819344089202,Cao,3,22.61,1,0,0,856,80.7
2878,2025-01-01,2025,Sales,Sales Representative,0,0.12386110582447124,0,0.16908819344089202,Trung bình,2,12.39,0,1,0,2365,46.65
2881,2025-01-01,2025,Information Technology,Data Analyst,0,0.26293401998324306,1,0.16908819344089202,Cao,3,26.29,1,0,0,558,87.43
2884,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06510510725717022,0,0.16908819344089202,Thấp,1,6.51,0,0,1,4145,6.48
2885,2025-01-01,2025,Information Technology,Data Analyst,0,0.21991464400731672,1,0.16908819344089202,Cao,3,21.99,1,0,0,919,79.28
2886,2025-01-01,2025,Marketing,Marketing Manager,1,0.14990360316752424,0,0.16908819344089202,Trung bình,2,14.99,0,1,0,1794,59.54
2887,2025-01-01,2025,Human Resources,HR Executive,0,0.09280364389054455,0,0.16908819344089202,Thấp,1,9.28,0,0,1,3167,28.55
2893,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06134793839584525,0,0.16908819344089202,Thấp,1,6.13,0,0,1,4259,3.9
2894,2025-01-01,2025,Marketing,Marketing Manager,0,0.2523607375089478,1,0.16908819344089202,Cao,3,25.24,1,0,0,637,85.65
2898,2025-01-01,2025,Human Resources,Recruiter,0,0.06420627499760599,0,0.16908819344089202,Thấp,1,6.42,0,0,1,4179,5.71
2901,2025-01-01,2025,Information Technology,QA Engineer,1,0.19708473289554784,1,0.16908819344089202,Cao,3,19.71,1,0,0,1165,73.73
2902,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.05706450953762591,0,0.16908819344089202,Thấp,1,5.71,0,0,1,4363,1.56
2909,2025-01-01,2025,Finance,Financial Analyst,0,0.2716858922707525,1,0.16908819344089202,Cao,3,27.17,1,0,0,484,89.1
2913,2025-01-01,2025,Finance,Accountant,0,0.08038874979064428,0,0.16908819344089202,Thấp,1,8.04,0,0,1,3603,18.71
2919,2025-01-01,2025,Sales,Account Manager,0,0.17404699712362648,1,0.16908819344089202,Cao,3,17.4,1,0,0,1425,67.86
2920,2025-01-01,2025,Sales,Sales Executive,0,0.2365421303831747,1,0.16908819344089202,Cao,3,23.65,1,0,0,765,82.76
2921,2025-01-01,2025,Information Technology,IT Support,0,0.15057514654721008,0,0.16908819344089202,Trung bình,2,15.06,0,1,0,1779,59.87
2922,2025-01-01,2025,Human Resources,C&B Specialist,1,0.18372902991671966,1,0.16908819344089202,Cao,3,18.37,1,0,0,1293,70.84
2924,2025-01-01,2025,Operations,Operations Manager,0,0.15100022765403612,0,0.16908819344089202,Trung bình,2,15.1,0,1,0,1769,60.1
2926,2025-01-01,2025,Information Technology,Software Engineer,1,0.2773711807123995,1,0.16908819344089202,Cao,3,27.74,1,0,0,450,89.87
2928,2025-01-01,2025,Information Technology,Data Analyst,0,0.09558952959728553,0,0.16908819344089202,Thấp,1,9.56,0,0,1,3096,30.15
2929,2025-01-01,2025,Finance,Internal Auditor,0,0.21890933213427013,1,0.16908819344089202,Cao,3,21.89,1,0,0,934,78.94
2934,2025-01-01,2025,Operations,Operations Executive,0,0.1420840589243101,0,0.16908819344089202,Trung bình,2,14.21,0,1,0,1934,56.38
2936,2025-01-01,2025,Marketing,Content Specialist,0,0.28106478572911275,1,0.16908819344089202,Cao,3,28.11,1,0,0,421,90.52
2937,2025-01-01,2025,Information Technology,IT Support,0,0.143647779267268,0,0.16908819344089202,Trung bình,2,14.36,0,1,0,1898,57.19
2942,2025-01-01,2025,Marketing,Marketing Executive,0,0.0932264646245367,0,0.16908819344089202,Thấp,1,9.32,0,0,1,3156,28.8
2944,2025-01-01,2025,Information Technology,IT Support,0,0.21850501313806275,1,0.16908819344089202,Cao,3,21.85,1,0,0,938,78.85
2945,2025-01-01,2025,Marketing,Marketing Manager,0,0.12152096544559629,0,0.16908819344089202,Trung bình,2,12.15,0,1,0,2428,45.23
2946,2025-01-01,2025,Information Technology,QA Engineer,0,0.10049076973043038,0,0.16908819344089202,Trung bình,2,10.05,0,1,0,2982,32.72
2949,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.14552493370053193,0,0.16908819344089202,Trung bình,2,14.55,0,1,0,1872,57.77
2950,2025-01-01,2025,Finance,Accountant,0,0.12402670863187579,0,0.16908819344089202,Trung bình,2,12.4,0,1,0,2360,46.76
2954,2025-01-01,2025,Marketing,Content Specialist,0,0.2638372411486046,1,0.16908819344089202,Cao,3,26.38,1,0,0,549,87.63
2955,2025-01-01,2025,Information Technology,Data Analyst,0,0.07951758203977878,0,0.16908819344089202,Thấp,1,7.95,0,0,1,3644,17.78
2957,2025-01-01,2025,Finance,Accountant,0,0.2518052187788527,1,0.16908819344089202,Cao,3,25.18,1,0,0,640,85.58
2960,2025-01-01,2025,Operations,Operations Executive,0,0.266570376653602,1,0.16908819344089202,Cao,3,26.66,1,0,0,523,88.22
2961,2025-01-01,2025,Information Technology,Software Engineer,1,0.23342420516073906,1,0.16908819344089202,Cao,3,23.34,1,0,0,798,82.01
2963,2025-01-01,2025,Marketing,Marketing Executive,0,0.1087925666777208,0,0.16908819344089202,Trung bình,2,10.88,0,1,0,2783,37.22
2964,2025-01-01,2025,Operations,Operations Executive,0,0.07623297561125096,0,0.16908819344089202,Thấp,1,7.62,0,0,1,3776,14.8
2967,2025-01-01,2025,Finance,Financial Analyst,0,0.10988445899052426,0,0.16908819344089202,Trung bình,2,10.99,0,1,0,2752,37.91
2968,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0579024520809186,0,0.16908819344089202,Thấp,1,5.79,0,0,1,4342,2.03
2969,2025-01-01,2025,Sales,Sales Representative,0,0.0978512407770467,0,0.16908819344089202,Thấp,1,9.79,0,0,1,3054,31.1
2972,2025-01-01,2025,Marketing,Content Specialist,0,0.11518487914999101,0,0.16908819344089202,Trung bình,2,11.52,0,1,0,2589,41.59
2975,2025-01-01,2025,Human Resources,HR Executive,0,0.33101790988513075,1,0.16908819344089202,Cao,3,33.1,1,0,0,216,95.15
2978,2025-01-01,2025,Finance,Finance Manager,0,0.0992624369025585,0,0.16908819344089202,Thấp,1,9.93,0,0,1,3023,31.8
2985,2025-01-01,2025,Sales,Sales Representative,0,0.1440537789718975,0,0.16908819344089202,Trung bình,2,14.41,0,1,0,1890,57.37
2986,2025-01-01,2025,Sales,Account Manager,0,0.26194821657446,1,0.16908819344089202,Cao,3,26.19,1,0,0,564,87.29
2990,2025-01-01,2025,Human Resources,HR Manager,0,0.12003885347034758,0,0.16908819344089202,Trung bình,2,12.0,0,1,0,2472,44.23
2991,2025-01-01,2025,Information Technology,Data Analyst,0,0.1499058475062084,0,0.16908819344089202,Trung bình,2,14.99,0,1,0,1793,59.56
2994,2025-01-01,2025,Information Technology,Software Engineer,0,0.08267070154227264,0,0.16908819344089202,Thấp,1,8.27,0,0,1,3500,21.03
2995,2025-01-01,2025,Marketing,Content Specialist,0,0.22204914578120485,1,0.16908819344089202,Cao,3,22.2,1,0,0,898,79.76
2996,2025-01-01,2025,Information Technology,IT Support,0,0.24973051212568645,1,0.16908819344089202,Cao,3,24.97,1,0,0,659,85.15
2997,2025-01-01,2025,Sales,Sales Supervisor,0,0.10214552057601477,0,0.16908819344089202,Trung bình,2,10.21,0,1,0,2948,33.49
2998,2025-01-01,2025,Operations,Operations Manager,1,0.1203351856384216,0,0.16908819344089202,Trung bình,2,12.03,0,1,0,2464,44.41
3000,2025-01-01,2025,Finance,Internal Auditor,0,0.09255661393785039,0,0.16908819344089202,Thấp,1,9.26,0,0,1,3175,28.37
3004,2025-01-01,2025,Marketing,Marketing Manager,1,0.11230011987819118,0,0.16908819344089202,Trung bình,2,11.23,0,1,0,2677,39.61
3005,2025-01-01,2025,Marketing,Marketing Manager,0,0.04878103384492972,0,0.16908819344089202,Thấp,1,4.88,0,0,1,4430,0.05
3006,2025-01-01,2025,Information Technology,System Administrator,0,0.07964982046048255,0,0.16908819344089202,Thấp,1,7.96,0,0,1,3638,17.92
3011,2025-01-01,2025,Sales,Sales Executive,1,0.0885118792764021,0,0.16908819344089202,Thấp,1,8.85,0,0,1,3304,25.46
3014,2025-01-01,2025,Marketing,Marketing Manager,0,0.10061398907499765,0,0.16908819344089202,Trung bình,2,10.06,0,1,0,2979,32.79
3016,2025-01-01,2025,Information Technology,Data Analyst,0,0.3549947930421188,1,0.16908819344089202,Cao,3,35.5,1,0,0,143,96.8
3017,2025-01-01,2025,Human Resources,HR Executive,1,0.3480788433082708,1,0.16908819344089202,Cao,3,34.81,1,0,0,162,96.37
3018,2025-01-01,2025,Information Technology,Data Analyst,1,0.1081127482835582,0,0.16908819344089202,Trung bình,2,10.81,0,1,0,2807,36.67
3027,2025-01-01,2025,Marketing,Marketing Executive,0,0.16764835086499458,0,0.16908819344089202,Trung bình,2,16.76,0,1,0,1510,65.94
3031,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.12701595315254036,0,0.16908819344089202,Trung bình,2,12.7,0,1,0,2298,48.16
3032,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09110972401848723,0,0.16908819344089202,Thấp,1,9.11,0,0,1,3227,27.19
3034,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08563692702477493,0,0.16908819344089202,Thấp,1,8.56,0,0,1,3396,23.38
3035,2025-01-01,2025,Human Resources,HR Manager,0,0.14956217841253774,0,0.16908819344089202,Trung bình,2,14.96,0,1,0,1804,59.31
3038,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08434254115562466,0,0.16908819344089202,Thấp,1,8.43,0,0,1,3443,22.32
3041,2025-01-01,2025,Human Resources,HR Executive,0,0.07469793660601934,0,0.16908819344089202,Thấp,1,7.47,0,0,1,3832,13.54
3044,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1427017033252096,0,0.16908819344089202,Trung bình,2,14.27,0,1,0,1920,56.69
3045,2025-01-01,2025,Operations,Operations Executive,0,0.13967465274957896,0,0.16908819344089202,Trung bình,2,13.97,0,1,0,1984,55.25
3047,2025-01-01,2025,Human Resources,C&B Specialist,0,0.25332345578104315,1,0.16908819344089202,Cao,3,25.33,1,0,0,630,85.8
3049,2025-01-01,2025,Finance,Finance Manager,0,0.10668836994604033,0,0.16908819344089202,Trung bình,2,10.67,0,1,0,2847,35.77
3050,2025-01-01,2025,Human Resources,C&B Specialist,0,0.14080524663378705,0,0.16908819344089202,Trung bình,2,14.08,0,1,0,1959,55.81
3051,2025-01-01,2025,Information Technology,System Administrator,0,0.25585544418626216,1,0.16908819344089202,Cao,3,25.59,1,0,0,603,86.41
3052,2025-01-01,2025,Human Resources,Recruiter,0,0.15732124040250325,0,0.16908819344089202,Trung bình,2,15.73,0,1,0,1663,62.49
3054,2025-01-01,2025,Marketing,Marketing Manager,0,0.1250577472617407,0,0.16908819344089202,Trung bình,2,12.51,0,1,0,2335,47.33
3056,2025-01-01,2025,Operations,Operations Manager,0,0.1119343381158295,0,0.16908819344089202,Trung bình,2,11.19,0,1,0,2689,39.34
3057,2025-01-01,2025,Finance,Finance Manager,0,0.18831617860845604,1,0.16908819344089202,Cao,3,18.83,1,0,0,1245,71.93
3059,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07497196491432631,0,0.16908819344089202,Thấp,1,7.5,0,0,1,3820,13.81
3061,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07732380280241005,0,0.16908819344089202,Thấp,1,7.73,0,0,1,3735,15.73
3062,2025-01-01,2025,Operations,Operations Manager,0,0.3680889714042829,1,0.16908819344089202,Cao,3,36.81,1,0,0,111,97.52
3064,2025-01-01,2025,Finance,Accountant,0,0.2781297906822362,1,0.16908819344089202,Cao,3,27.81,1,0,0,444,90.0
3066,2025-01-01,2025,Human Resources,HR Manager,0,0.10838781290822616,0,0.16908819344089202,Trung bình,2,10.84,0,1,0,2793,36.99
3068,2025-01-01,2025,Human Resources,HR Executive,0,0.2548762542808402,1,0.16908819344089202,Cao,3,25.49,1,0,0,609,86.28
3070,2025-01-01,2025,Marketing,Marketing Manager,0,0.10834230977366498,0,0.16908819344089202,Trung bình,2,10.83,0,1,0,2796,36.92
3072,2025-01-01,2025,Sales,Sales Representative,0,0.08118336126012846,0,0.16908819344089202,Thấp,1,8.12,0,0,1,3564,19.59
3073,2025-01-01,2025,Finance,Finance Manager,1,0.1115147986937122,0,0.16908819344089202,Trung bình,2,11.15,0,1,0,2704,39.0
3074,2025-01-01,2025,Marketing,Marketing Manager,0,0.2037803754735332,1,0.16908819344089202,Cao,3,20.38,1,0,0,1103,75.13
3075,2025-01-01,2025,Finance,Accountant,1,0.1808927184753001,1,0.16908819344089202,Cao,3,18.09,1,0,0,1324,70.14
3084,2025-01-01,2025,Operations,Procurement Specialist,0,0.14283971341563625,0,0.16908819344089202,Trung bình,2,14.28,0,1,0,1915,56.8
3086,2025-01-01,2025,Operations,Operations Manager,0,0.12508525205712726,0,0.16908819344089202,Trung bình,2,12.51,0,1,0,2334,47.35
3088,2025-01-01,2025,Information Technology,QA Engineer,0,0.21539548537293982,1,0.16908819344089202,Cao,3,21.54,1,0,0,972,78.09
3092,2025-01-01,2025,Marketing,Marketing Manager,0,0.1917055236392439,1,0.16908819344089202,Cao,3,19.17,1,0,0,1212,72.67
3093,2025-01-01,2025,Marketing,Marketing Manager,1,0.10529524799828793,0,0.16908819344089202,Trung bình,2,10.53,0,1,0,2874,35.16
3098,2025-01-01,2025,Operations,Operations Executive,0,0.09182738974697219,0,0.16908819344089202,Thấp,1,9.18,0,0,1,3204,27.71
3099,2025-01-01,2025,Information Technology,IT Support,0,0.25808556356801626,1,0.16908819344089202,Cao,3,25.81,1,0,0,592,86.66
3101,2025-01-01,2025,Human Resources,HR Manager,0,0.2847247901792046,1,0.16908819344089202,Cao,3,28.47,1,0,0,396,91.09
3102,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10064924701995727,0,0.16908819344089202,Trung bình,2,10.06,0,1,0,2978,32.81
3105,2025-01-01,2025,Finance,Finance Manager,0,0.20927783339382924,1,0.16908819344089202,Cao,3,20.93,1,0,0,1041,76.53
3106,2025-01-01,2025,Finance,Finance Manager,0,0.16927699882499528,1,0.16908819344089202,Cao,3,16.93,1,0,0,1486,66.49
3107,2025-01-01,2025,Sales,Sales Representative,0,0.12353522036337115,0,0.16908819344089202,Trung bình,2,12.35,0,1,0,2371,46.51
3110,2025-01-01,2025,Finance,Finance Manager,0,0.10719862854075311,0,0.16908819344089202,Trung bình,2,10.72,0,1,0,2836,36.02
3111,2025-01-01,2025,Sales,Account Manager,1,0.1555531916801083,0,0.16908819344089202,Trung bình,2,15.56,0,1,0,1692,61.84
3112,2025-01-01,2025,Information Technology,Data Analyst,1,0.07000771770790164,0,0.16908819344089202,Thấp,1,7.0,0,0,1,3996,9.84
3113,2025-01-01,2025,Finance,Internal Auditor,0,0.06426314452734214,0,0.16908819344089202,Thấp,1,6.43,0,0,1,4176,5.78
3115,2025-01-01,2025,Marketing,Marketing Manager,0,0.27850517365454336,1,0.16908819344089202,Cao,3,27.85,1,0,0,439,90.12
3117,2025-01-01,2025,Finance,Financial Analyst,1,0.2081620656568624,1,0.16908819344089202,Cao,3,20.82,1,0,0,1054,76.24
3118,2025-01-01,2025,Sales,Sales Supervisor,0,0.05232840464607397,0,0.16908819344089202,Thấp,1,5.23,0,0,1,4415,0.38
3122,2025-01-01,2025,Marketing,Content Specialist,0,0.20015705436860218,1,0.16908819344089202,Cao,3,20.02,1,0,0,1137,74.36
3123,2025-01-01,2025,Sales,Account Manager,0,0.1522083757665171,0,0.16908819344089202,Trung bình,2,15.22,0,1,0,1745,60.64
3125,2025-01-01,2025,Information Technology,Software Engineer,1,0.34069669563000504,1,0.16908819344089202,Cao,3,34.07,1,0,0,187,95.8
3126,2025-01-01,2025,Information Technology,QA Engineer,0,0.12419735648789709,0,0.16908819344089202,Trung bình,2,12.42,0,1,0,2356,46.85
3129,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07292167722141604,0,0.16908819344089202,Thấp,1,7.29,0,0,1,3900,12.01
3131,2025-01-01,2025,Marketing,Marketing Executive,0,0.19764357795868986,1,0.16908819344089202,Cao,3,19.76,1,0,0,1159,73.87
3134,2025-01-01,2025,Operations,Operations Manager,0,0.28149212419307235,1,0.16908819344089202,Cao,3,28.15,1,0,0,418,90.59
3135,2025-01-01,2025,Human Resources,Recruiter,0,0.11322959768135829,0,0.16908819344089202,Trung bình,2,11.32,0,1,0,2650,40.22
3136,2025-01-01,2025,Human Resources,Recruiter,1,0.31252733561624396,1,0.16908819344089202,Cao,3,31.25,1,0,0,286,93.57
3137,2025-01-01,2025,Marketing,Marketing Executive,0,0.06247674080922361,0,0.16908819344089202,Thấp,1,6.25,0,0,1,4231,4.54
3138,2025-01-01,2025,Sales,Sales Executive,0,0.08235378692837429,0,0.16908819344089202,Thấp,1,8.24,0,0,1,3515,20.7
3144,2025-01-01,2025,Sales,Sales Supervisor,0,0.37652388391304265,1,0.16908819344089202,Cao,3,37.65,1,0,0,94,97.9
