MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec
2823,2025-01-01,2025,Operations,Operations Manager,0,0.06964790230204833,0
2824,2025-01-01,2025,Information Technology,QA Engineer,0,0.13471754714174616,0
2826,2025-01-01,2025,Operations,Procurement Specialist,1,0.21327347723267687,1
2829,2025-01-01,2025,Operations,Operations Executive,0,0.2759189094174966,1
2832,2025-01-01,2025,Finance,Finance Manager,0,0.15386576753992132,0
2834,2025-01-01,2025,Marketing,Marketing Manager,0,0.11160069230530208,0
2837,2025-01-01,2025,Sales,Account Manager,1,0.1034753833470099,0
2838,2025-01-01,2025,Marketing,Marketing Manager,1,0.12696671936450976,0
2840,2025-01-01,2025,Information Technology,QA Engineer,1,0.13792926088165552,0
2845,2025-01-01,2025,Sales,Sales Executive,0,0.14017639798013612,0
2846,2025-01-01,2025,Operations,Procurement Specialist,0,0.1547566467436393,0
2855,2025-01-01,2025,Operations,Operations Manager,0,0.15100708846606167,0
2860,2025-01-01,2025,Marketing,Marketing Manager,0,0.07387204927199724,0
2862,2025-01-01,2025,Human Resources,HR Manager,0,0.12956715643271452,0
2863,2025-01-01,2025,Marketing,Marketing Executive,0,0.1351488420896054,0
2864,2025-01-01,2025,Operations,Operations Executive,0,0.11602110010793837,0
2877,2025-01-01,2025,Finance,Accountant,0,0.2137177712367699,1
2878,2025-01-01,2025,Sales,Sales Representative,0,0.1040161603051029,0
2881,2025-01-01,2025,Information Technology,Data Analyst,0,0.21990088923290246,1
2884,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07288946732278924,0
2885,2025-01-01,2025,Information Technology,Data Analyst,0,0.1597746564704369,1
2886,2025-01-01,2025,Marketing,Marketing Manager,1,0.07179202707482044,0
2887,2025-01-01,2025,Human Resources,HR Executive,0,0.06978618809453362,0
2893,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06140772524851684,0
2894,2025-01-01,2025,Marketing,Marketing Manager,0,0.1748292262693466,1
2898,2025-01-01,2025,Human Resources,Recruiter,0,0.11485541154475944,0
2901,2025-01-01,2025,Information Technology,QA Engineer,1,0.18264565639653074,1
2902,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.0,0
2909,2025-01-01,2025,Finance,Financial Analyst,0,0.2224897314237322,1
2913,2025-01-01,2025,Finance,Accountant,0,0.051240802221967814,0
2919,2025-01-01,2025,Sales,Account Manager,0,0.13006038593112995,0
2920,2025-01-01,2025,Sales,Sales Executive,0,0.1796860693507596,1
2921,2025-01-01,2025,Information Technology,IT Support,0,0.08071557580872266,0
2922,2025-01-01,2025,Human Resources,C&B Specialist,1,0.2509122237441223,1
2924,2025-01-01,2025,Operations,Operations Manager,0,0.19397628949802856,1
2926,2025-01-01,2025,Information Technology,Software Engineer,1,0.21563434711696852,1
2928,2025-01-01,2025,Information Technology,Data Analyst,0,0.12019302022978987,0
2929,2025-01-01,2025,Finance,Internal Auditor,0,0.17807042482496274,1
2934,2025-01-01,2025,Operations,Operations Executive,0,0.18738721878289835,1
2936,2025-01-01,2025,Marketing,Content Specialist,0,0.14380665334389992,0
2937,2025-01-01,2025,Information Technology,IT Support,0,0.12652362977907514,0
2942,2025-01-01,2025,Marketing,Marketing Executive,0,0.12621225488293758,0
2944,2025-01-01,2025,Information Technology,IT Support,0,0.2215432200909485,1
2945,2025-01-01,2025,Marketing,Marketing Manager,0,0.10766886813018188,0
2946,2025-01-01,2025,Information Technology,QA Engineer,0,0.06392278129459068,0
2949,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.10388373820282262,0
2950,2025-01-01,2025,Finance,Accountant,0,0.08768232128841189,0
2954,2025-01-01,2025,Marketing,Content Specialist,0,0.17889681997614398,1
2955,2025-01-01,2025,Information Technology,Data Analyst,0,0.07181087687525407,0
2957,2025-01-01,2025,Finance,Accountant,0,0.23898312662863194,1
2960,2025-01-01,2025,Operations,Operations Executive,0,0.2461013663705399,1
2961,2025-01-01,2025,Information Technology,Software Engineer,1,0.26811959229024923,1
2963,2025-01-01,2025,Marketing,Marketing Executive,0,0.11732705429000463,0
2964,2025-01-01,2025,Operations,Operations Executive,0,0.06769520494294194,0
2967,2025-01-01,2025,Finance,Financial Analyst,0,0.06850211145433745,0
2968,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07497841460750666,0
2969,2025-01-01,2025,Sales,Sales Representative,0,0.09726882582262025,0
2972,2025-01-01,2025,Marketing,Content Specialist,0,0.07498615751846152,0
2975,2025-01-01,2025,Human Resources,HR Executive,0,0.25611961904036307,1
2978,2025-01-01,2025,Finance,Finance Manager,0,0.05987872318870315,0
2985,2025-01-01,2025,Sales,Sales Representative,0,0.09707520381222802,0
2986,2025-01-01,2025,Sales,Account Manager,0,0.23390728934488816,1
2990,2025-01-01,2025,Human Resources,HR Manager,0,0.12725242855199817,0
2991,2025-01-01,2025,Information Technology,Data Analyst,0,0.16541962577644329,1
2994,2025-01-01,2025,Information Technology,Software Engineer,0,0.09256816431701119,0
2995,2025-01-01,2025,Marketing,Content Specialist,0,0.24115618466320715,1
2996,2025-01-01,2025,Information Technology,IT Support,0,0.15523372924654325,0
2997,2025-01-01,2025,Sales,Sales Supervisor,0,0.16790321089172794,1
2998,2025-01-01,2025,Operations,Operations Manager,1,0.09709079254456898,0
3000,2025-01-01,2025,Finance,Internal Auditor,0,0.08323113702966507,0
3004,2025-01-01,2025,Marketing,Marketing Manager,1,0.06744577644047892,0
3005,2025-01-01,2025,Marketing,Marketing Manager,0,0.035362732259897625,0
3006,2025-01-01,2025,Information Technology,System Administrator,0,0.06332810010783343,0
3011,2025-01-01,2025,Sales,Sales Executive,1,0.07471953112432586,0
3014,2025-01-01,2025,Marketing,Marketing Manager,0,0.0651494015481713,0
3016,2025-01-01,2025,Information Technology,Data Analyst,0,0.30240666906637914,1
3017,2025-01-01,2025,Human Resources,HR Executive,1,0.33812663556109934,1
3018,2025-01-01,2025,Information Technology,Data Analyst,1,0.12455721646352952,0
3027,2025-01-01,2025,Marketing,Marketing Executive,0,0.16980719038045114,1
3031,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07858128482800361,0
3032,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0828106412738173,0
3034,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07906083247575235,0
3035,2025-01-01,2025,Human Resources,HR Manager,0,0.2485745509484248,1
3038,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07676794572826517,0
3041,2025-01-01,2025,Human Resources,HR Executive,0,0.12206936764351889,0
3044,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13184738468350715,0
3045,2025-01-01,2025,Operations,Operations Executive,0,0.15663811221400012,0
3047,2025-01-01,2025,Human Resources,C&B Specialist,0,0.22950480507139862,1
3049,2025-01-01,2025,Finance,Finance Manager,0,0.08964130534374344,0
3050,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10155590787914323,0
3051,2025-01-01,2025,Information Technology,System Administrator,0,0.23220559205128477,1
3052,2025-01-01,2025,Human Resources,Recruiter,0,0.146412003624558,0
3054,2025-01-01,2025,Marketing,Marketing Manager,0,0.0813303590383953,0
3056,2025-01-01,2025,Operations,Operations Manager,0,0.03006034783357455,0
3057,2025-01-01,2025,Finance,Finance Manager,0,0.17676015733400488,1
3059,2025-01-01,2025,Human Resources,C&B Specialist,0,0.04909788099386795,0
3061,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13043100301214358,0
3062,2025-01-01,2025,Operations,Operations Manager,0,0.25551247442835906,1
3064,2025-01-01,2025,Finance,Accountant,0,0.1734950649767243,1
3066,2025-01-01,2025,Human Resources,HR Manager,0,0.1236705478317424,0
3068,2025-01-01,2025,Human Resources,HR Executive,0,0.24540479703603252,1
3070,2025-01-01,2025,Marketing,Marketing Manager,0,0.09721815436736465,0
3072,2025-01-01,2025,Sales,Sales Representative,0,0.08953197841118149,0
3073,2025-01-01,2025,Finance,Finance Manager,1,0.10973690602923643,0
3074,2025-01-01,2025,Marketing,Marketing Manager,0,0.16735059897619586,1
3075,2025-01-01,2025,Finance,Accountant,1,0.15894670273871198,1
3084,2025-01-01,2025,Operations,Procurement Specialist,0,0.08643075944757037,0
3086,2025-01-01,2025,Operations,Operations Manager,0,0.11717343832776889,0
3088,2025-01-01,2025,Information Technology,QA Engineer,0,0.21038005953195515,1
3092,2025-01-01,2025,Marketing,Marketing Manager,0,0.1891929414490719,1
3093,2025-01-01,2025,Marketing,Marketing Manager,1,0.07999791520817807,0
3098,2025-01-01,2025,Operations,Operations Executive,0,0.07778948463740527,0
3099,2025-01-01,2025,Information Technology,IT Support,0,0.22532671302201449,1
3101,2025-01-01,2025,Human Resources,HR Manager,0,0.26516177583200917,1
3102,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1420250710606678,0
3105,2025-01-01,2025,Finance,Finance Manager,0,0.1462769730021774,0
3106,2025-01-01,2025,Finance,Finance Manager,0,0.19428704184681359,1
3107,2025-01-01,2025,Sales,Sales Representative,0,0.1072045874252348,0
3110,2025-01-01,2025,Finance,Finance Manager,0,0.10461028394295394,0
3111,2025-01-01,2025,Sales,Account Manager,1,0.14619840226772873,0
3112,2025-01-01,2025,Information Technology,Data Analyst,1,0.11104448200233112,0
3113,2025-01-01,2025,Finance,Internal Auditor,0,0.06878457700752778,0
3115,2025-01-01,2025,Marketing,Marketing Manager,0,0.24694996694617993,1
3117,2025-01-01,2025,Finance,Financial Analyst,1,0.15868917422686327,1
3118,2025-01-01,2025,Sales,Sales Supervisor,0,0.035800121897093314,0
3122,2025-01-01,2025,Marketing,Content Specialist,0,0.08689396937151729,0
3123,2025-01-01,2025,Sales,Account Manager,0,0.15797284196905162,1
3125,2025-01-01,2025,Information Technology,Software Engineer,1,0.23541727199146797,1
3126,2025-01-01,2025,Information Technology,QA Engineer,0,0.029794855969513707,0
3129,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.060671885554736335,0
3131,2025-01-01,2025,Marketing,Marketing Executive,0,0.138522923631164,0
3134,2025-01-01,2025,Operations,Operations Manager,0,0.24838994310326606,1
3135,2025-01-01,2025,Human Resources,Recruiter,0,0.11837385869909427,0
3136,2025-01-01,2025,Human Resources,Recruiter,1,0.2986511147391783,1
3137,2025-01-01,2025,Marketing,Marketing Executive,0,0.03877021629969036,0
3138,2025-01-01,2025,Sales,Sales Executive,0,0.07218164163938366,0
3144,2025-01-01,2025,Sales,Sales Supervisor,0,0.27155958058066454,1
3145,2025-01-01,2025,Information Technology,System Administrator,0,0.2803340340376443,1
3146,2025-01-01,2025,Information Technology,QA Engineer,0,0.09493435027034136,0
3150,2025-01-01,2025,Human Resources,Recruiter,0,0.15408317728564483,0
3154,2025-01-01,2025,Finance,Finance Manager,0,0.07728117409419342,0
3157,2025-01-01,2025,Marketing,Marketing Executive,0,0.06960635184198628,0
3163,2025-01-01,2025,Finance,Financial Analyst,0,0.20271979587282654,1
3165,2025-01-01,2025,Marketing,Marketing Manager,0,0.09333748777731642,0
3167,2025-01-01,2025,Information Technology,System Administrator,0,0.1267766443189743,0
3168,2025-01-01,2025,Human Resources,HR Manager,0,0.15973487064201086,1
3170,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1180889014265261,0
3171,2025-01-01,2025,Human Resources,HR Manager,0,0.20620813101603858,1
3172,2025-01-01,2025,Sales,Sales Executive,1,0.1718441727882575,1
3174,2025-01-01,2025,Finance,Finance Manager,0,0.2249349571460156,1
3176,2025-01-01,2025,Human Resources,HR Executive,0,0.23993034926725734,1
3178,2025-01-01,2025,Marketing,Content Specialist,0,0.06363510673095217,0
3180,2025-01-01,2025,Information Technology,System Administrator,0,0.2138824323323853,1
3181,2025-01-01,2025,Finance,Finance Manager,0,0.05648580625465858,0
3182,2025-01-01,2025,Sales,Sales Executive,0,0.06985671159146739,0
3184,2025-01-01,2025,Human Resources,HR Executive,0,0.05824064378558909,0
3185,2025-01-01,2025,Information Technology,Data Analyst,1,0.06730140893787201,0
3186,2025-01-01,2025,Human Resources,HR Executive,0,0.1879791509473168,1
3189,2025-01-01,2025,Sales,Sales Executive,1,0.21645605585432687,1
3190,2025-01-01,2025,Marketing,Marketing Manager,1,0.18609637468475765,1
3191,2025-01-01,2025,Human Resources,C&B Specialist,0,0.04779560976910157,0
3192,2025-01-01,2025,Information Technology,Software Engineer,0,0.11408340251393337,0
3195,2025-01-01,2025,Information Technology,QA Engineer,0,0.08159812932057224,0
3196,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.172788748361695,1
3199,2025-01-01,2025,Human Resources,C&B Specialist,0,0.23649404101266822,1
3200,2025-01-01,2025,Human Resources,HR Executive,0,0.1299669904171053,0
3201,2025-01-01,2025,Marketing,Content Specialist,1,0.1234731340126338,0
3202,2025-01-01,2025,Operations,Operations Manager,0,0.25870040479915485,1
3205,2025-01-01,2025,Human Resources,Recruiter,0,0.10947373685161635,0
3206,2025-01-01,2025,Marketing,Marketing Executive,0,0.08677325173731106,0
3207,2025-01-01,2025,Marketing,Content Specialist,0,0.10703702008469773,0
3208,2025-01-01,2025,Finance,Accountant,0,0.08692689179312602,0
3210,2025-01-01,2025,Operations,Operations Executive,0,0.12184073725165068,0
3212,2025-01-01,2025,Marketing,Marketing Manager,0,0.10616200249828026,0
3215,2025-01-01,2025,Sales,Sales Supervisor,0,0.062332531449967164,0
3216,2025-01-01,2025,Information Technology,IT Support,0,0.0637422924893998,0
3217,2025-01-01,2025,Information Technology,Data Analyst,0,0.11976047080118979,0
3224,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06738244718683215,0
3228,2025-01-01,2025,Human Resources,HR Manager,0,0.12099752811593974,0
3233,2025-01-01,2025,Human Resources,HR Manager,0,0.37582065032684586,1
3238,2025-01-01,2025,Sales,Sales Supervisor,1,0.32027539257832216,1
3240,2025-01-01,2025,Operations,Operations Executive,0,0.0985054075857257,0
3242,2025-01-01,2025,Information Technology,Software Engineer,0,0.11360309295008868,0
3246,2025-01-01,2025,Sales,Account Manager,0,0.10453180254048505,0
3247,2025-01-01,2025,Human Resources,Recruiter,0,0.16290948336676622,1
3248,2025-01-01,2025,Operations,Procurement Specialist,0,0.1307221206920461,0
3255,2025-01-01,2025,Human Resources,Recruiter,0,0.2540925587945518,1
3256,2025-01-01,2025,Operations,Operations Manager,0,0.10731168201416251,0
3257,2025-01-01,2025,Marketing,Marketing Executive,0,0.12443432333513078,0
3262,2025-01-01,2025,Information Technology,Software Engineer,0,0.09307605166819631,0
3263,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.12340043715221845,0
3264,2025-01-01,2025,Operations,Operations Executive,0,0.2475104844893233,1
3265,2025-01-01,2025,Operations,Operations Executive,0,0.31831747094601925,1
3266,2025-01-01,2025,Marketing,Marketing Executive,0,0.07617159466728267,0
3267,2025-01-01,2025,Marketing,Marketing Manager,0,0.24504990404026994,1
3269,2025-01-01,2025,Human Resources,C&B Specialist,0,0.16764728146441918,1
3270,2025-01-01,2025,Marketing,Marketing Manager,0,0.1379676504586352,0
3273,2025-01-01,2025,Sales,Sales Representative,0,0.07040659920878622,0
3274,2025-01-01,2025,Marketing,Marketing Executive,0,0.14735650399443825,0
3275,2025-01-01,2025,Sales,Sales Executive,0,0.09845558417393037,0
3276,2025-01-01,2025,Sales,Sales Representative,0,0.03507078357239968,0
3280,2025-01-01,2025,Marketing,Content Specialist,0,0.13076794923501622,0
3283,2025-01-01,2025,Marketing,Content Specialist,0,0.09791282251349,0
3285,2025-01-01,2025,Human Resources,HR Executive,0,0.14667231141180878,0
3287,2025-01-01,2025,Human Resources,HR Executive,0,0.17683961494332653,1
3292,2025-01-01,2025,Information Technology,Data Analyst,0,0.03299447602522928,0
3295,2025-01-01,2025,Finance,Financial Analyst,0,0.1857495134112516,1
3297,2025-01-01,2025,Human Resources,HR Manager,0,0.15423352811777777,0
3298,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.10289725137774279,0
3299,2025-01-01,2025,Finance,Finance Manager,1,0.2198752918219855,1
3300,2025-01-01,2025,Sales,Sales Representative,0,0.19812810213563625,1
3302,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09770384812155558,0
3303,2025-01-01,2025,Information Technology,Data Analyst,0,0.08081915233056963,0
3305,2025-01-01,2025,Operations,Procurement Specialist,0,0.13602452650841834,0
3306,2025-01-01,2025,Finance,Finance Manager,0,0.08180367439799656,0
3313,2025-01-01,2025,Information Technology,IT Support,0,0.21709062514311123,1
3316,2025-01-01,2025,Finance,Finance Manager,0,0.13029222027830673,0
3317,2025-01-01,2025,Sales,Sales Executive,1,0.1667130497359966,1
3319,2025-01-01,2025,Finance,Accountant,0,0.07413008777280734,0
3320,2025-01-01,2025,Finance,Internal Auditor,0,0.23262272851482554,1
3322,2025-01-01,2025,Human Resources,HR Manager,0,0.1492152881517548,0
3327,2025-01-01,2025,Operations,Procurement Specialist,0,0.05560350133021867,0
3329,2025-01-01,2025,Sales,Sales Supervisor,0,0.15023252824669178,0
3330,2025-01-01,2025,Sales,Sales Supervisor,0,0.07986421884672795,0
3337,2025-01-01,2025,Information Technology,Data Analyst,0,0.14119048779315918,0
3342,2025-01-01,2025,Sales,Sales Supervisor,1,0.09301926466695244,0
3345,2025-01-01,2025,Information Technology,System Administrator,1,0.17178262023395727,1
3348,2025-01-01,2025,Marketing,Content Specialist,1,0.1843168272062132,1
3349,2025-01-01,2025,Human Resources,HR Manager,0,0.11466627035926572,0
3357,2025-01-01,2025,Marketing,Marketing Manager,0,0.09568525537044814,0
3358,2025-01-01,2025,Operations,Operations Manager,0,0.10178703306644077,0
3359,2025-01-01,2025,Finance,Finance Manager,1,0.10817528466217115,0
3362,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.035918201340690736,0
3363,2025-01-01,2025,Operations,Operations Manager,0,0.11341711947270268,0
3364,2025-01-01,2025,Information Technology,IT Support,0,0.1250046112462311,0
3365,2025-01-01,2025,Sales,Sales Executive,0,0.0749121274711075,0
3368,2025-01-01,2025,Operations,Operations Executive,0,0.18585986413244104,1
3369,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09582247487148818,0
3370,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13952634751213372,0
3371,2025-01-01,2025,Human Resources,Recruiter,0,0.2337657107245929,1
3375,2025-01-01,2025,Sales,Sales Supervisor,0,0.10294915258252144,0
3379,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.04731268827033084,0
